# تعريب Kentum — شجرة التقنيات
#
# اصطلاحات: تقنية=Tech، يفتح=Unlocks، المسلّة=Monolith، العصا=Staff،
# مخلب=Claw، طائرة مسيّرة=Drone، حزام ناقل=Conveyor، حوض حيوي=Vivarium،
# استنساخي=Clonal. الأرقام الرومانية تبقى كما هي لأنها تظهر في الواجهة.
# R.O.C.C.O. و Kent³ و O.R.B. أسماء علم تبقى لاتينية.
#
key	ar
Tech_Base_InfrastructureUnique_BloodCrystal_Name	بنية تحتية من كريستال الدم
Tech_Base_InfrastructureUnique_Mucilagen_Name	بنية تحتية صمغية
Tech_Base_InfrastructureUnique_Trashium_Name	بنية تحتية من التراشيوم

# ── المنسوجات ──
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_Name	المنسوجات
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_T1_Name	أعمال القماش
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_T1_Description	يفتح النول وخزانة الملابس
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_T2_Name	خيوط النحاس والذهب
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_T2_Description	يفتح: وصفة الخيط الذهبي
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_T3_Name	خيوط البلاتين
Tech_Base_InfrastructureAndConstruction_ClothsAndThreads_T3_Description	يفتح: وصفة الخيط البلاتيني
Tech_Base_ClothsAndThreads_ConductiveMesh_Name	تقنية الشبكة الموصِّلة
Tech_Base_ClothsAndThreads_LivingMesh_Name	تقنية الشبكة الحيّة
Tech_Base_ClothsAndThreads_SilkMesh_Name	تقنية شبكة الحرير

# ── العلوم الحيوية والوراثية ──
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_Name	التجارب الاستنساخية
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_T1_Name	العافية الاستنساخية
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_T1_Description	يفتح: وصفات الصحة المحسّنة، والبروبيوتيك المحسّن، والجيوب الإضافية.
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_T2_Name	التقوية الاستنساخية
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_T2_Description	يفتح: وصفات الصلابة، وحقيبة الخصر الخفية، والميكروبيوتا القصوى، وزيادة سرعة الهجوم
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_T3_Name	الإتقان الاستنساخي
Tech_Base_BiologicalAndGeneticScience_ClonalExperimentation_T3_Description	يفتح: وصفات التمام، وشريط كاري موندو التنويمي، وزيادة ضرر الهجوم.
Tech_Base_BiologicalAndGeneticScience_Fauna_Name	الحيوانات
Tech_Base_BiologicalAndGeneticScience_Fauna_T1_Name	نصب الفخاخ
Tech_Base_BiologicalAndGeneticScience_Fauna_T1_Description	يفتح: صانع الأدوات ووصفة الفخ الطوري.
Tech_Base_BiologicalAndGeneticScience_ScienceStuff_Name	تقنية الاندماج
Tech_Base_BiologicalAndGeneticScience_ScienceStuff_T1_Name	الخلطات
Tech_Base_BiologicalAndGeneticScience_ScienceStuff_T1_Description	يفتح: المخمرة
Tech_Base_BiologicalAndGeneticScience_ScienceStuff_T2_Name	المركّزات
Tech_Base_BiologicalAndGeneticScience_ScienceStuff_T2_Description	يفتح: المركِّز
Tech_Base_Fauna_TerrariumsM_Name	حوض حيوي+
Tech_Base_Fauna_TerrariumsL_Name	حوض حيوي++
Tech_Base_ScienceStuff_Blender_Name	تقنية الخلط
Tech_Base_ScienceStuff_GrinderCognitive_Name	التقنية المعرفية

# ── الطاقة ──
Tech_Base_Energy_Name	الطاقة
Tech_Base_Energy_CoreMaker_Name	نواة الطاقة
Tech_Base_Energy_BloodCrystalCore_Name	نواة كريستال الدم
Tech_Base_Energy_DiamoniteCore_Name	نواة الديامونايت
Tech_Base_Energy_MonolithMind_Name	عقل المسلّة

# ── التقنية ──
Tech_Base_Technology_Name	التقنية
Tech_Base_Technology_CircuitAssembler_Name	الدارات
Tech_Base_Technology_Gen2_Name	الجيل الثاني
Tech_Base_Technology_Gen3_Name	الجيل الثالث

# ── معالم البحث ──
Tech_Base_Milestone_Tech_Name	بحث التقنية
Tech_Base_Milestone_Automation_Name	بحث الأتمتة
Tech_Base_Milestone_AutomationAdvanced_Name	بحث الأتمتة المتقدّمة
Tech_Base_Milestone_AdvancedInfra_Name	بحث البنية التحتية المتقدّمة
Tech_Base_Milestone_UniqueInfra_Name	بحث البنية التحتية الفريدة
Tech_Base_Milestone_Catalysis_Name	بحث الحفز
Tech_Base_Milestone_CloneHealth_Name	الصحة الاستنساخية
Tech_Base_Milestone_Drones_Name	بحث الطائرات المسيّرة
Tech_Base_Milestone_Energy_Name	بحث الطاقة
Tech_Base_Milestone_FaunaContainment_Name	بحث الحيوانات
Tech_Base_Milestone_Gastronomy_Name	بحث فن الطهي
Tech_Base_Milestone_OrbCompanion_Name	الرفيق O.R.B.
Tech_Base_Milestone_TextilesPortable_Name	بحث المنسوجات والمعدّات المحمولة

# ── ترقيات العصا ──
Tech_Base_StaffTech_Staff_Name	ترقيات العصا
Tech_Base_StaffTech_Staff_T1_Name	فتح ترقيات العصا I
Tech_Base_StaffTech_Staff_T2_Name	فتح ترقيات العصا II
Tech_Base_StaffTech_Staff_T2_Description	يفتح تعزيزات تصقل استخدام العصا وتقوّيه أكثر.
Tech_Staff_PARENT_Name	الهجوم
Tech_Staff_PARENT_Description	يفتح تعزيزات تصقل استخدام العصا وتقوّيه، فتحسّن نفعه وقدرته القتالية معًا
Tech_Staff_KineticSmash_Name	السحق الحركي
Tech_Staff_KineticSmash_Description	اشحن مكعّب الطاقة فوق طاقته ثم أطلقه لتُنزل ضربة مدمّرة.
Tech_AbilityCrafter_Name	مطوِّر العصا
Tech_AbilityCrafter_Description	تُرقّي هذه المحطة العصا بتقنيات جديدة
Tech_HoloStaff_Name	قدرات العصا
Tech_HoloStaff_Description	هذا للتصحيح فقط. لا ينبغي أن يراه أحد.

# ── القدرات ──
Tech_Dash_PARENT_Name	الاندفاع
Tech_Dash_Unlock_Name	الاندفاع
Tech_Dash_Unlock_Description	امنح جسدك رشاقة بسرعة البرق
Tech_Glide_PARENT_Name	الشراع
Tech_Glide_Unlock_Name	الشراع
Tech_Glide_Unlock_Description	شراع محمول مثالي لقطع المسافات الطويلة جوًا والهبوط السلس
Tech_Hook_PARENT_Name	الخطّاف
Tech_Hook_Unlock_Name	الخطّاف
Tech_Hook_Unlock_Description	خطّاف محمول يمكن استخدامه لجمع الأشياء بعيدة المنال
Tech_Parry_PARENT_Name	الدرع الهولوغرافي
Tech_Parry_Unlock_Name	الدرع الهولوغرافي
Tech_Parry_Unlock_Description	درع طاقي يتيح لك إبطال هجمات الأعداء غير الكهربائية.
Tech_Runba_PARENT_Name	R.O.C.C.O.
Tech_Runba_Unlock_Name	R.O.C.C.O.
Tech_Runba_Unlock_Description	لوح تحليق ينزلق بلا جهد فوق اليابسة.
Tech_Shrink_PARENT_Name	Kent³
Tech_Shrink_Unlock_Name	Kent³
Tech_Shrink_Unlock_Description	تحوّل إلى مكعّب لتنسلّ عبر المساحات الضيقة.
Tech_Vacuum_PARENT_Name	الشافط
Tech_Vacuum_Unlock_Name	الشافط
Tech_Vacuum_Unlock_Description	جهاز يجذب العناصر والأجسام الصغيرة القريبة نحوك، فيتيح جمعها والتفاعل معها بسرعة.
Tech_Light_PARENT_Name	المشعل الكهربائي
Tech_Light_Unlock_Name	المشعل الكهربائي
Tech_Light_Unlock_Description	يعمل بالبطاريات العضوية وينير الظلام. قد تتفاعل معه بعض النباتات والحيوانات، فكن حذرًا.
Tech_Charango_PARENT_Name	التشارانغو
Tech_Charango_Unlock_Name	التشارانغو
Tech_Charango_Unlock_Description	ليس كل شيء في القرن المئة يقوم على ضرب الأشياء بعصا. أحيانًا يفتح عزف جميل أبوابًا أكثر.
Tech_Drone_PARENT_Name	الرفيق O.R.B.
Tech_Drone_PARENT_Description	عزّز قدرات المسح لدى مسيّرتك
Tech_Gadgets_PARENT_Name	الأدوات
Tech_Gadgets_PARENT_Description	عزّز نفسك بأدوات رائعة ومفيدة!
Tech_Equipment_PARENT_Name	المعدّات
Tech_Equipment_PARENT_Description	وصف المعدّات
Tech_CloneBody_PARENT_Name	الصحة الاستنساخية
Tech_Digestion_PARENT_Name	الهضم الاستنساخي

# ── تعزيزات الشخصية ──
Tech_CharacterEnhancement_AttackDamage1_Name	زيادة ضرر الهجوم
Tech_CharacterEnhancement_AttackDamage1_Description	يزيد ضرر الهجوم القريب بنسبة 50%.
Tech_CharacterEnhancement_AttackSpeed1_Name	زيادة سرعة الهجوم
Tech_CharacterEnhancement_AttackSpeed1_Description	يزيد الهجوم القريب زيادة كبيرة.
Tech_CharacterEnhancement_MaxHp1_Name	صحة محسّنة
Tech_CharacterEnhancement_MaxHp1_Description	يرفع صحتك قليلًا لتموت أقل.\nيضيف <color=#15e9d4><b>20</b><sprite=1 tint=1></color> إلى الحد الأقصى.
Tech_CharacterEnhancement_MaxHp2_Name	الصلابة
Tech_CharacterEnhancement_MaxHp2_Description	تعزيز صحي أمتن، للجسد وللعقل. لكن للجسد أكثر.\nيضيف <color=#15e9d4><b>20</b><sprite=1 tint=1></color> إلى الحد الأقصى.
Tech_CharacterEnhancement_MaxHp3_Name	التمام
Tech_CharacterEnhancement_MaxHp3_Description	هذا أفضل ما أستطيع بما لدينا.\nيضيف <color=#15e9d4><b>20</b><sprite=1 tint=1></color> إلى الحد الأقصى.
Tech_CharacterEnhancement_ExpandedInventory1_Name	جيوب إضافية
Tech_CharacterEnhancement_ExpandedInventory1_Description	ترقية جيوب لحقيبتك. تضيف <color=#008aff><b>4 خانات للمخزون</b></color>
Tech_CharacterEnhancement_ExpandedInventory2_Name	حقيبة الخصر الخفية
Tech_CharacterEnhancement_ExpandedInventory2_Description	أفضل أنواع حقائب الخصر ما لا يستطيع أحد أن يسخر منك لارتدائه. تضيف <color=#008aff><b></b>3 خانات أخرى للمخزون</color>.
Tech_CharacterEnhancement_ExpandedInventory3_Name	شريط كاري موندو التنويمي
Tech_CharacterEnhancement_ExpandedInventory3_Description	شريط صوتي يجعلك منظَّمًا فورًا عند تخزين أغراضك. يضيف <color=#008aff><b>3 خانات أخرى للمخزون</b></color>.
Tech_CharacterEnhancement_HungerDecay_Name	بروبيوتيك محسّن
Tech_CharacterEnhancement_HungerDecay_Description	يغيّر هذا البيئة الحيوية في أمعائك لتشعر بجوع أقل.
Tech_CharacterEnhancement_HungerDecay2_Name	الميكروبيوتا القصوى
Tech_CharacterEnhancement_HungerDecay2_Description	بهذا التعزيز سيعمل ميكروبيومك بكفاءة تامة بأقل قدر من الطعام.
Tech_CharacterEnhancement_HookExtension_Name	تمديد الخطّاف
Tech_CharacterEnhancement_HookExtension_Description	يمدّد مدى قدرة الخطّاف.
Tech_CharacterEnhancement_ParryCharge1_Name	العاكس
Tech_CharacterEnhancement_ParryCharge1_Description	طبقة هولوغرافية جديدة تمنح شحنة إضافية لقدرة الدرع الهولوغرافي.
Tech_CharacterEnhancement_ParryCharge2_Name	الكاسر
Tech_CharacterEnhancement_ParryCharge2_Description	طبقة أخيرة تضيف شحنة إضافية للدرع الهولوغرافي. الآن سيكون خطؤك أنت حقًا إن أصابك شيء.
Tech_CharacterEnhancement_PhaseDash_Name	الاندفاع الطوري
Tech_CharacterEnhancement_PhaseDash_Description	عزّز اندفاعك بالقدرة على التحول إلى طاقة كهربائية. هذه الترقية الفريدة تزيل الحواجز المادية
Tech_CharacterEnhancement_Radar_Name	السونار
Tech_CharacterEnhancement_Radar_Description	ستُظهر هذه الأداة البارعة مواقع الأعداء القريبين على الخريطة.
Tech_CharacterEnhancement_ScannerSpeed_Name	ترقية ذاكرة الماسح
Tech_CharacterEnhancement_ScannerSpeed_Description	ذاكرة محسّنة تعني نطاقًا أوسع لعمليات المسح
Tech_CharacterEnhancement_ScannerSpeed2_Name	ترقية معالج الماسح
Tech_CharacterEnhancement_ScannerSpeed2_Description	بتحسين المعالج هذا لن يستغرق الماسح سوى جزء من الثانية لجمع المعلومات اللازمة عن أي هدف متاح.
Tech_CharacterEnhancement_RunbaFuelEfficiency_Name	السيدة فيوجن
Tech_CharacterEnhancement_RunbaFuelEfficiency_Description	محرك مطوَّر يستهلك سمادًا أقل عند ركوب R.O.C.C.O.
Tech_CharacterEnhancement_RunbaSpeed_Name	حقن النيتروجين السائل
Tech_CharacterEnhancement_RunbaSpeed_Description	لكل من تلزمه السرعة. هذا التعزيز التبريدي يطلق كامل طاقة المحرك. كنت لأنصحك بخوذة، لكن قوانين المرور معدومة في سنة 10,000 ميلادية.

# ── تقنيات البشرية: الزراعة ──
Tech_HumankindTechnology_Unlocked_Agri_Description	محطة زراعية مخصصة لفتح مزايا تقنيات البشرية.
Tech_HumankindTechnology_Unlocked_Bio_Description	محطة أحياء مخصصة لفتح مزايا تقنيات البشرية.
Tech_HumankindTechnology_Unlocked_Infra_Description	محطة بنية تحتية مخصصة لفتح مزايا تقنيات البشرية.
Tech_HumankindTechnology_Unlocked_Tech_Description	محطة تقنية مخصصة لفتح مزايا تقنيات البشرية.
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Name	إدارة البذور
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost1_Name	ضغط البذور I
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost1_Description	تكلف البذور مواد أقل.
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost2_Name	ضغط البذور II
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost2_Description	تكلف البذور مواد أقل.
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost3_Name	ضغط البذور III
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost3_Description	تكلف البذور مواد أقل.
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost4_Name	ضغط البذور IV
Tech_Humankind_AgricultureAndSustenance_SeedManagement_Cost4_Description	تكلف البذور مواد أقل.
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Name	ري التربة
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet2_Name	كفاءة دورة الري II
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet2_Description	تزداد مدة الري للمزارع.
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet3_Name	كفاءة دورة الري III
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet3_Description	تزداد مدة الري للمزارع.
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet4_Name	كفاءة دورة الري IV
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet4_Description	تزداد مدة الري للمزارع.
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet5_Name	كفاءة دورة الري V
Tech_Humankind_AgricultureAndSustenance_SoilIrrigation_Wet5_Description	تزداد مدة الري للمزارع.
Tech_Humankind_AgricultureAndSustenance_SoilManipulation_Name	معالجة التربة
Tech_Humankind_AgricultureAndSustenance_SoilManipulation_ExtraYield2_Name	الحصاد الفائض II
Tech_Humankind_AgricultureAndSustenance_SoilManipulation_ExtraYield2_Description	يضيف محصولًا إضافيًا واحدًا لكل دورة زراعية.
Tech_Humankind_AgricultureAndSustenance_SoilManipulation_ExtraYield3_Name	الحصاد الفائض III
Tech_Humankind_AgricultureAndSustenance_SoilManipulation_ExtraYield3_Description	يضيف محصولًا إضافيًا واحدًا لكل دورة زراعية.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Name	تحسين التربة
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T1_Name	بروتوكول الإنبات I
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T1_Description	تعمل المزارع أسرع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed2_Name	بروتوكول الإنبات II
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed2_Description	تعمل المزارع أسرع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed3_Name	بروتوكول الإنبات III
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed3_Description	تعمل المزارع أسرع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed4_Name	بروتوكول الإنبات IV
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed4_Description	تعمل المزارع أسرع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed5_Name	بروتوكول الإنبات V
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_Speed5_Description	تعمل المزارع أسرع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T2_Name	كفاءة دورة الري I
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T2_Description	تزداد مدة الري للمزارع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T3_Name	طفرة النمو I
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T3_Description	يزيد قليلًا فرصة الحصول على محصول إضافي في المزارع.
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T4_Name	الحصاد الفائض I
Tech_Humankind_AgricultureAndSustenance_SoilTreatment_T4_Description	يضيف محصولًا إضافيًا واحدًا لكل دورة زراعية.

# ── تقنيات البشرية: الأحياء ──
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_Name	إدارة الجرعات
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T1_Name	تكديس الجرعات I
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T1_Description	يخزّن جرعة إضافية واحدة لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T2_Name	تكديس الجرعات II
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T2_Description	يخزّن جرعة إضافية واحدة لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T3_Name	تكديس الجرعات III
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T3_Description	يخزّن جرعة إضافية واحدة لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T4_Name	تكديس الجرعات IV
Tech_Humankind_BiologicalAndGeneticScience_DoseManagement_T4_Description	يخزّن جرعة إضافية واحدة لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_Name	تحسين تكديس الحصص
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T1_Name	تكديس الأطباق I
