# تعريب Kentum — نصوص الواجهة
#
# اكتب العربية عادية منطقية — لا تشكّل الحروف ولا تعكسها، الإضافة تتولى ذلك.
# السطر الجديد يُكتب \n حرفيًا. حافظ على {0} ووسوم <...> كما هي بالضبط.
# خلية فارغة أو مفتاح غير مذكور = يظهر بالإنجليزية، وهذا آمن تمامًا.
#
# مفاتيح تُركت عمدًا بلا ترجمة:
#   UI_Language_*          أسماء اللغات تُكتب بلغتها الأصلية
#   UI_MainMenu_Copyright  إشعار حقوق قانوني
#   UI_Interaction_Unknow  رمز "????"
#   *_MultiplierFormat     صيغ أرقام بحتة
#
key	ar
UI_Keybind_Ability_CaptureBall	فخ الأقراص
UI_Keybind_Ability_Run	R.O.C.C.O.
UI_Keybind_Ability_Shrink	Kent³
UI_Keybind_Ability_Charango_1	تشارانغو — النغمة 1
UI_Keybind_Ability_Charango_2	تشارانغو — النغمة 2
UI_Keybind_Ability_Charango_3	تشارانغو — النغمة 3
UI_Keybind_Ability_Charango_4	تشارانغو — النغمة 4
UI_Keybind_Ability_Charango_5	تشارانغو — النغمة 5
UI_Keybind_Ability_Charango_Up	تشارانغو — رفع الطبقة
UI_Keybind_Ability_Charango_Down	تشارانغو — خفض الطبقة

# ── القدرات ──
UI_Abilities_Category_Attack	الهجوم
UI_Abilities_Category_Mobility	الحركة
UI_Abilities_Category_Utility	المنفعة
UI_Abilities_Category_ORB	O.R.B

# ── التفاعل ──
UI_Interaction_CheckStatus	فحص الحالة
UI_Interaction_Crafting	جار التصنيع...
UI_Interaction_Drilling	جار الحفر...
UI_Interaction_Gather	جمع
UI_Interaction_Pickup	التقاط {0}
UI_Interaction_PickupDrop	التقاط
UI_Interaction_PickBag	استرجاع العناصر
UI_Interaction_Speak	تحدث
UI_Interaction_Water	سقاية
UI_Interaction_FullyHealed	شفيت تماما
UI_Interaction_UsedByPlayer	مشغول
UI_Interaction_EndGame	انطلق بالحضارة
UI_Interaction_EndDemo	إنهاء النسخة التجريبية
UI_Destroyer_Interact	تدمير العناصر
UI_Detonator_Interact	تفعيل
UI_Booth_StartPrompt	اضغط <input=UI/Submit> للبدء

# ── الموت والتجدد ──
UI_DeadPanel_Title	لقد مت
UI_DeadPanel_KilledBy	قتلت على يد
UI_DeadPanel_RegenerateButton	إعادة التوليد
UI_DeathScreen_CloneNumber	النسخة رقم {0}
UI_DeathType_Physical	ضرر جسدي
UI_DeathType_Electric	ضرر كهربائي
UI_DeathType_Explosive	ضرر انفجاري
UI_DeathType_Poison	ضرر سمي
UI_DeathType_Hunger	مجاعة
UI_Death_Tip	قد تفقد عناصر في كل مرة تموت فيها، فكن حذرا!
UI_Regeneration_Title	وحدة الشفاء الساكن
UI_Regeneration_Tip	تستعيد وحدة الشفاء الساكن صحتك بالكامل.
UI_Regeneration_DaysSurvived	أيام بلا حوادث:

# ── الملابس ──
UI_Clothing_Title	الملابس
UI_Clothing_Head_Tab	الرأس
UI_Clothing_Torso_Tab	الجذع
UI_Clothing_Legs_Tab	الساقان
UI_Clothing_Accesory_Tab	الإكسسوارات
UI_Clothing_ChangeColor	تغيير اللون

# ── المزرعة والبذور ──
UI_Farm_Title	المزرعة
UI_Farm_AddItem	إضافة
UI_Farm_ConfirmButton	تأكيد
UI_Farm_ConfirmationText	هل تريد زراعة هذه البذرة؟
UI_Farm_ClearConfirmationText	هل تريد الإزالة فعلا؟ ستفقد العنصر
UI_Farm_ItemAssigned_Name	البذرة المختارة
UI_Farm_UprootConfirmation	اقتلاع؟
UI_Farm_UprootDescription	هل تريد اقتلاع النبتة فعلا؟ لا يمكن التراجع عن هذا
UI_FarmItem_Title	البذور
UI_FarmStatus_KeepButton	إبقاء
UI_FarmStatus_UprootButton	اقتلاع
UI_SeedSynthesizer_Synthesize	تخليق بذرة

# ── المخلوقات ──
UI_Zoo_Title	المخلوقات
UI_Zoo_AddItem	إضافة
UI_Zoo_ConfirmButton	تأكيد
UI_Zoo_ConfirmationText	هل تريد وضع هذا المخلوق؟
UI_Zoo_ClearConfirmationText	هل تريد إطلاقه فعلا؟ ستفقد العينة.
UI_Zoo_ItemAssigned_Name	المخلوق المعين
UI_Zoo_Uproot_Title	إطلاق المخلوق؟
UI_Zoo_Uproot_Description	هل تريد إطلاق هذا المخلوق فعلا؟ لا يمكن التراجع عن هذا.
UI_ZooStatus_Release	إطلاق

# ── التسميد ──
UI_Composter_AddItem	إضافة
UI_Composter_ItemsAssigned	العناصر داخل الآلة
UI_Composter_ItemsGrid	المواد العضوية
UI_Composter_ClearConfirmation	هل تريد الإزالة فعلا؟ ستفقد العنصر

# ── المثقاب ──
UI_DrillStatusPanel_Disassembly	استرجاع
UI_DrillStatusPanel_Popup_Title	استرجاع المثقاب؟
UI_DrillStatusPanel_Popup_Description	هل تريد استرجاع المثقاب فعلا؟

# ── التنقل السريع ──
UI_FastTravel_Title	وثاب الكريستال
UI_FastTravel_ActivateAction	تفعيل
UI_UseFastTravel	استخدام وثاب الكريستال
UI_PortableTeleport_ReturnToBase	العودة إلى القاعدة
UI_PortableTeleport_BaseFastTravelLock	وثاب القاعدة مقفل
UI_Notification_FastTravelPoint_Unlocked	فتح وثاب الكريستال

# ── الموسوعة ──
UI_KB_Items	العناصر
UI_KB_Abilities	القدرات
UI_KB_Cooking	الوصفات
UI_KB_Tech	التقنيات
UI_KB_World	العالم
UI_KB_System	النظام
UI_KB_Quests	المهام
UI_KB_Quests_MainQuests	رئيسية
UI_KB_Quests_SecondaryQuests	ثانوية
UI_KB_Quests_Completed	مكتملة
UI_KB_Drops	المخلفات
UI_KB_DroppedBy	يسقطه
UI_KB_PendingCrafting	قيد التصنيع
UI_KB_Recipes_RecipeTitle	المواد
UI_KB_Recipes_Other	أخرى
UI_KB_CraftableIn	<b>- يصنع في <allcaps>{0}</allcaps> -</b>
UI_KB_Character_Diurnal	نهاري
UI_KB_Character_Nocturnal	ليلي
UI_CharacterData_Unknown	مجهول
UI_SelectedInfo_NoInfo	لم يتم تحديد شيء

# ── التقنيات ──
UI_Technologies_Staff_Title	العصا
UI_Technologies_BaseUpgrade_Title	تحسينات القاعدة
UI_Technologies_Enhancements_Title	التعزيزات
UI_Technologies_Monolith_Title	المسلة
UI_Technologies_Unlocked	- مفتوح -
UI_TechnologyPanel_LockedTech	لم تفتح هذه التقنية بعد
UI_TechnologyPanel_Requires	يتطلب:
UI_TechnologyPanel_Unlocks	يفتح:
UI_TechnologyPanel_RecipeUnlocked	يفتح وصفة {0} في {1}
UI_TechnologyPanel_RecipeUnlocked_Singular	يفتح وصفة في {0}:
UI_TechnologyPanel_RecipeUnlocked_Multiple	يفتح وصفات في {0}:
UI_TechnologyPanel_LaneUnlocked_Singular	يفتح مسارا في {0}:
UI_TechnologyPanel_LaneUnlocked_Multiple	يفتح مسارات في {0}:
UI_TechnologyPanel_ResearchUnlocked_Singular	يفتح بحثا في {0}:
UI_TechnologyPanel_ResearchUnlocked_Multiple	يفتح أبحاثا في {0}:
UI_EquipmentPanel_LockedTech	لم تفتح هذه المعدة بعد

# ── الإشعارات ──
UI_Notification_RecipeUnlocked	فتحت وصفة جديدة!
UI_Notification_TechUnlocked	فتحت تقنية جديدة!
UI_Notification_EquipmentUnlocked	فتحت معدة جديدة!
UI_Notification_CharacterDataUnlocked	فتح مدخل جديد!
UI_Notification_CantPin	بلغت الحد الأقصى للوصفات المثبتة
UI_Notification_MaxQueue	بلغت الحد الأقصى للطابور
UI_Recipe_Unlocked_Recipe	فتحت وصفة جديدة!
UI_Recipe_Unlocked_Blueprint	فتح مخطط جديد!
UI_Recipe_Unlocked_Diagram	فتح مخطط قاعدة جديد!
UI_Recipe_Unlocked_Code	فتح كود وراثي جديد!
UI_Recipe_Unlocked_Tech	بحث جديد متاح
UI_ItemNotification_ItemPicked	{0} ({1})
UI_ItemNotification_ItemLost	فقد: {0} ({1})
UI_ItemNotification_ItemExpired	فسد: {0} ({1})

# ── المقدمة ──
UI_Intro_BeginCryoSleep	بدء السبات المبرد
UI_Intro_ExitShip	التقط الحقيبة واخرج
UI_Intro_PushButton	اضغط الزر
UI_Intro_Tamper	العبث
UI_Intro_TrimBonsai	تشذيب البونساي
UI_Intro_SleepBeforeTamperingInteraction	نوم
UI_Intro_SkipIntro	تخطي المقدمة (استمر بالضغط)
UI_Intro_PressToSkip	اضغط F3 لتخطي المقدمة
UI_IntroWakeUp_Button	إلى العمل

# ── اللعب التعاوني ──
UI_Action_Disconnect	إنهاء اللعب التعاوني
UI_Action_Rebind	إعادة تعيين اللاعبين
UI_Action_ReconnectJoycons	إعادة الاتصال
UI_CoopPanel_Joining	جار انضمام لاعب جديد...
UI_CoopPanel_PressAnyKey	اضغط أي مفتاح أو زر...
UI_CoopPanel_PressAnyKey_PS5	اضغط أي زر...
UI_CoopPanel_PressAnyKey_Switch	اضغط أي زر...
UI_CoopPanel_PressAnyKey_Xbox	اضغط أي زر...
UI_CoopPanel_UnjoinPopup_Title	هل تريد مغادرة اللعبة فعلا؟
UI_CoopPanel_UnjoinPopup_Description	سيحفظ تقدمك تلقائيا.
UI_CinematicBlockedPanel_Title	في انتظار اللاعب الآخر...

# ── إعدادات العالم ──
UI_WorldSettings_StartGame	ابدأ اللعبة
UI_WorldSettings_GameMode	نمط اللعب
UI_WorldSettings_GameMode_Campaign	القصة
UI_WorldSettings_GameMode_Campaign_Description	انغمس في حكاية Kentum الجامحة: حوار طريف وفوضى بديعة. نمط القصة هو الأمتع!
UI_WorldSettings_GameMode_Sandbox	حر
UI_WorldSettings_GameMode_Sandbox_Description	تخط الحبكة والنكات وانطلق إلى الفوضى مباشرة! العالم نفسه بلا قيود القصة.
UI_WorldSettings_GameMode_Creative	إبداعي
UI_WorldSettings_GameMode_Creative_Description	عناصر لا نهائية وبلا قواعد. شيد ما يخطر ببالك مهما كان جنونيا.
UI_WorldSettings_Difficulty	الصعوبة
UI_WorldSettings_Difficulty_Easy	سهل
UI_WorldSettings_Difficulty_Easy_Description	استرخ واستمتع بالرحلة. اللعبة ألطف من أن تحمل ضغينة.
UI_WorldSettings_Difficulty_Medium	عادي
UI_WorldSettings_Difficulty_Medium_Description	التوازن المثالي، تماما كما أرادها المطورون.
UI_WorldSettings_Difficulty_Hard	صعب
UI_WorldSettings_Difficulty_Hard_Description	لعشاق التحدي فقط: أعداء شرسون وانتصارات أحلى. هيا بنا!
UI_WorldSettings_Difficulty_Custom	مخصص
UI_WorldSettings_Difficulty_Custom_Description	اضبط متعتك أو معاناتك بنفسك. فوضاك، واختيارك.
UI_WorldSettings_AdvanceSettings	إعدادات متقدمة
UI_WorldSettings_Category_General	عام
UI_WorldSettings_Category_Crafting	التصنيع
UI_WorldSettings_Category_Spawn	الظهور
UI_WorldSettings_AchivementsDisabled	لن تمنح الإنجازات في هذا النمط.
UI_WorldSettings_AchivementsDisabled_PS	لن تمنح الكؤوس في هذا النمط.
UI_WorldSettings_DayLength	طول اليوم
UI_WorldSettings_DayLength_Normal	14 دقيقة
UI_WorldSettings_DayLength_High	18 دقيقة
UI_WorldSettings_DayLength_VeryHigh	30 دقيقة
UI_WorldSettings_DayLength_Extreme	60 دقيقة
UI_WorldSettings_DaysPerSeason	أيام كل فصل
UI_WorldSettings_TimeMultiplier	سرعة الزمن
UI_WorldSettings_CraftSpeedMultiplier	سرعة التصنيع
UI_WorldSettings_CraftSpeedMultiplier_Tooltip	يحدد سرعة التصنيع لجميع الآلات.
UI_WorldSettings_RecipeCost	كلفة الوصفات
UI_WorldSettings_RecipeCost_Tooltip	يعدل كلفة المواد اللازمة للوصفات.
UI_WorldSettings_ProductionOutputMultiplier	مضاعف الإنتاج
UI_WorldSettings_InventoryStack	الكومة لكل عنصر
UI_WorldSettings_InventoryStack_Tooltip	يحدد عدد النسخ التي تتكدس من العنصر نفسه في المخزون.
UI_WorldSettings_ItemExpiration	معدل فساد العناصر
UI_WorldSettings_ItemExpiration_Tooltip	يعدل سرعة انتهاء صلاحية العناصر مع الوقت.
UI_WorldSettings_DeathPenalty	عقوبة الموت
UI_WorldSettings_DeathPenalty_Tooltip	يحدد احتمال فقدان العناصر عند الموت.
UI_WorldSettings_ItemLossRateOnDeath	معدل فقدان العناصر عند الموت
UI_WorldSettings_LootChance	فرصة الغنائم
UI_WorldSettings_LootChance_Tooltip	يعدل فرصة الحصول على العناصر عند حصاد النباتات أو الحيوانات.
UI_WorldSettings_LootMultiplier	مضاعف الغنائم
UI_WorldSettings_LootMultiplier_Tooltip	يزيد العناصر المكتسبة عند حصاد النباتات والحيوانات وعند تحطيم الموارد.
UI_WorldSettings_MaterialYield	مردود المواد
UI_WorldSettings_MaterialYield_Tooltip	يغير كمية المواد المكتسبة من حصاد الموارد.
UI_WorldSettings_FaunaDamageMultiplier	ضرر الحيوانات
UI_WorldSettings_FaunaDamageMultiplier_Tooltip	يعدل الضرر الذي تحدثه الحيوانات.
UI_WorldSettings_FaunaHPMultiplier	صحة الحيوانات
UI_WorldSettings_FaunaHPMultiplier_Tooltip	يعدل صحة جميع الحيوانات.
UI_WorldSettings_FaunaPassiveMode	حيوانات مسالمة
UI_WorldSettings_FaunaPassiveMode_Tooltip	يجعل الحيوانات غير عدائية.
UI_WorldSettings_FaunaSpawnMultiplier	ظهور الحيوانات
UI_WorldSettings_FaunaSpawnMultiplier_Tooltip	يعدل أعداد الحيوانات.
UI_WorldSettings_FaunaSpawnRate	معدل ظهور الحيوانات
