# تعريب Kentum — العناصر
#
# اكتب العربية عادية منطقية. حافظ على وسوم <color=...> و<b> كما هي بالضبط.
#
# اصطلاحات: سبيكة=Ingot، خام=Ore، مسحوق=Dust، نواة=Core، صفيحة=Sheet،
# خيط=Thread، شبكة=Mesh، ألياف=Fiber، بصيلة=Bulb، غدة=Gland، عيّنة=Specimen،
# فاسد=Spoiled/Rotten/Decayed، جرعة=Potion، طبق=Dish.
# أسماء المعادن والمخلوقات المخترعة تُنقل حرفيًا (دورانيوم، ديامونايت...).
#
key	ar
Item_ConductiveFiber_Name	ألياف موصلة
Item_ConductiveFiber_Description	ألياف عضوية ذات خصائص كهربائية.
Item_ConductiveMesh_Name	شبكة موصلة
Item_ConductiveMesh_Description	شبكة من الألياف الموصلة.
Item_LivingFiber_Name	ألياف حية
Item_LivingFiber_Description	خيط مصنوع من مادة عضوية شبيهة بالعضلات.
Item_LivingMesh_Name	شبكة حية
Item_LivingMesh_Description	شبكة من الألياف الحية.
Item_SilkFiber_Name	ألياف حرير
Item_SilkFiber_Description	ألياف مصنوعة من الحرير العضوي.
Item_SilkMesh_Name	شبكة حرير
Item_SilkMesh_Description	شبكة مصنوعة من ألياف الحرير.
Item_SpiderSilk_Name	حرير العنكبوت
Item_SpiderSilk_Description	خيط عنكبوتي قوي وخفيف للغاية.
Item_FibrousTissue_Name	نسيج ليفي
Item_FibrousTissue_Description	مادة عضوية عالية المرونة.
Item_CuredLeather_Name	جلد مدبوغ
Item_CuredLeather_Description	جلد عولج لزيادة متانته ومرونته.

# ── مواد حيوانية ──
Item_AnimalSkin_Name	جلد حيوان
Item_AnimalSkin_Description	جلد حيوان نافق.
Item_WhiteAnimalSkin_Name	فروة ثلجية
Item_WhiteAnimalSkin_Description	فروة بيضاء ناصعة مأخوذة من حيوان مهق.
Item_SmallAnimalMeat_Name	لحم حيوان
Item_SmallAnimalMeat_Description	لحم مأخوذ من حيوان بري.
Item_BirdMeat_Name	لحم طير
Item_BirdMeat_Description	لحم نيء من طير.
Item_BirdEgg_Name	كبسولة طير لم يولد
Item_BirdEgg_Description	بيض من طير.
Item_Feather_Name	ريشة صغيرة
Item_Feather_Description	ريشة من طير عادي.
Item_BigFeather_Name	باقة ريش
Item_BigFeather_Description	مجموعة ريش مأخوذة من طير كبير.
Item_BoneSplinter_Name	عظام صغيرة
Item_BoneSplinter_Description	مجموعة صغيرة من قطع العظام.
Item_SharpBone_Name	مكعب عظمي
Item_SharpBone_Description	مكعب مركز مصنوع من عظام مجموعة.
Item_CrustaceanShell_Name	صدفة قشريات
Item_CrustaceanShell_Description	صدفة من مخلوق قشري.
Item_CrustaceanShellShard_Name	شظية صدفة قشريات
Item_CrustaceanShellShard_Description	قطعة من صدفة قشريات.
Item_Coral_Name	مرجان
Item_Coral_Description	قطعة بسيطة من المرجان.
Item_SpiderEye_Name	عين عنكبوت
Item_SpiderEye_Description	عين مرعبة المنظر تحدق في روحك كلما أطلت النظر إليها.
Item_IridescentSpiderEye_Name	عين عنكبوت قزحية
Item_IridescentSpiderEye_Description	عين لامعة مرعبة المنظر تحدق في روحك كلما أطلت النظر إليها.
Item_SpiderFang_Big_Name	ناب عنكبوت كبير
Item_SpiderFang_Big_Description	ناب ضخم لعنكبوت.
Item_WingDust_Name	أجنحة حشرات
Item_WingDust_Description	بعض أجنحة الحشرات الضخمة.
Item_CrystalEgg_Name	بيض كريستاليد
Item_CrystalEgg_Description	بيض حشرات صغير يوجد في تجمعات.
Item_PurpleFleshCube_Name	مكعب لحم أرجواني
Item_PurpleFleshCube_Description	قطعة لحم أرجوانية نتنة على هيئة مكعب.
Item_CaffeinatedLiver_Description	كبد مخلوق صغير ينتج الكافيين طبيعيا.
Item_SmallElectrifiedCell_Name	غدة مولدة للكهرباء
Item_SmallElectrifiedCell_Description	عضو صغير يوجد داخل الحيوانات الكهربائية.
Item_VenomousGland_Name	كيس سام
Item_VenomousGland_Description	يفرز هذا الكيس سائلا ساما ويخزنه، ما يمكن حامله من توليده والتحكم به للدفاع. غير صالح للأكل وقد يسبب آثارا ضارة عند ابتلاعه.
Item_GasPouch_Name	كيس غازي
Item_GasPouch_Description	يعمل هذا الكيس كحجرة غاز متطايرة تخزن غازات قابلة للاشتعال. وعند إشعاله يطلق انفجارا قويا. ينصح بشدة بعدم ابتلاعه لما قد يسببه من آثار خطيرة.
Item_PlasmaDroplet_Name	قطرة بلازما
Item_PlasmaDroplet_Description	حين تلامس البلازما الموجودة داخل بعض الحشرات الكهربائية الأكسجين، تتحول إلى مادة شبه صلبة يمكن جمعها.
Item_Gel_Name	هلام
Item_Gel_Description	قطعة كبيرة مشتقة من كتلة هلامية ضخمة. قد تحتفظ ببعض الوعي، واحتمال الاندماج ليس صفرا إن حملتها.
Item_SmallGel_Name	هلام صغير
Item_SmallGel_Description	قطعة صغيرة مشتقة من نبات هلامي.

# ── نوى الزعماء ──
Item_BossCore0_Name	نواة طاقة التيرادوزا العملاقة
Item_BossCore0_Description	مصدر طاقة من مخلوق جبار في الكهوف.
Item_BossCore1_Name	نواة طاقة الدبور العملاق
Item_BossCore1_Description	مصدر طاقة من مخلوق جبار في الخلية.
Item_BossCore2_Name	نواة طاقة النيستر العملاق
Item_BossCore2_Description	مصدر طاقة من مخلوق جبار في الكهوف.
Item_BossCore3_Name	نواة طاقة العنكبوت العملاق
Item_BossCore3_Description	مصدر طاقة من مخلوق جبار في الكهوف.
Item_BossSuperCore_Name	قفاز مرصع
Item_BossSuperCore_Description	قفاز مرصع بالجواهر... أقوى من أن يحمله بشر عاديون.

# ── النباتات والثمار ──
Item_Vanana_Name	فانانا
Item_Vanana_Description	فاكهة تشبه ثمرة أساسية من القرن الحادي والعشرين.
Item_ToxicVanana_Name	فانانا سامة
Item_ToxicVanana_Description	هذا النوع من الفانانا يحوي سما خفيفا، لكن الطهي يزيله فتصبح آمنة للأكل.
Item_Tomapple_Name	طماطفاح
Item_Tomapple_Description	هجين طبيعي بين التفاح والطماطم. حلو ولاذع.
Item_Spud_Name	بطاطس
Item_Spud_Description	بطاطس بسيطة ونبيلة.
Item_Barley_Name	شعير
Item_Barley_Description	حبة متواضعة مليئة بالإمكانات. قد تصير فطورا أو جعة أو وقودا حيويا — حسب مزاجك.
Item_MaltedBarley_Name	شعير منبت
Item_MaltedBarley_Description	محمص إلى حد الكمال. رائحته كالخبز، وأحلامه كالجعة.
Item_CoffeeBeans_Name	حبوب البن
Item_CoffeeBeans_Description	ثمرة شجرة البن
Item_CoffeeCherry_Name	كرزة البن
Item_CoffeeCherry_Description	ثمرة البن، وبداخلها الحبوب.
Item_GrindedCoffeeBeans_Name	بن مطحون
Item_GrindedCoffeeBeans_Description	حبوب بن مطحونة إلى مسحوق ناعم.
Item_RiceBulb_Name	بصيلة أرز
Item_RiceBulb_Description	ثمرة شائكة بداخلها حبوب أرز.
Item_RicePowder_Name	مسحوق أرز
Item_RicePowder_Description	أرز مكرر إلى مسحوق.
Item_Mushroom_Name	القبعة الكهربائية
Item_Mushroom_Description	نوع من الفطر الكهربائي. إن شعر بالتهديد أطلق شحنة كهربائية. عدا ذلك فجمعه وطهيه سهلان.
Item_Munchroom_Name	قبعة الخزامى
Item_Munchroom_Description	فطر أرجواني ينمو داخل الكهوف الرطبة. وخلافا لنظيره الكهربائي يمكن أكله نيئا دون متاعب في المعدة.
Item_Fungus_Name	نبات فطري
Item_Fungus_Description	تركيبة غريبة: نصفه نبات ونصفه فطر.
Item_FrostPetal_Name	بتلة الصقيع
Item_FrostPetal_Description	وردة ذات بنية بلورية من الجليد، تحافظ على تجمدها حتى في الطقس الحارق.
Item_LiquidBulb_Name	بصيلة سائلة
Item_LiquidBulb_Description	ثمرة تخزن سائلا بداخلها ولا تتأثر بالتحلل.
Item_OilBulb_Name	بصيلة زيتية
Item_OilBulb_Description	ثمرة تحتوي على زيت كثيف.
Item_NectarBulb_Name	بصيلة متلألئة
Item_NectarBulb_Description	بصيلة ذهبية بديعة تحتضن رحيقا كثيفا.
Item_GlowingBulb_Name	بصيلة متوهجة
Item_GlowingBulb_Description	عقدة نباتية خافتة التوهج تستخدم في التقنيات الحيوية المضيئة ووصفات الزينة.
Item_ElixirootBulb_Name	بصيلة جذر الإكسير
Item_ElixirootBulb_Description	أعجوبة هندسة وراثية، فجذر الإكسير نبات هجين ينتج سائلا شبيها بالجرعات.
Item_Powercell_Name	الفاكهة المشحونة
Item_Powercell_Description	نتاج تهجين نبات عضوي مع بطارية كهربائية.
Item_DurianiumFruit_Name	فاكهة البلورانيوم
Item_DurianiumFruit_Description	ثمرة طرية حلوة تنكشف بعد تشقق القشرة. طازجة على نحو مدهش رغم كل ذلك الارتطام.
Item_ToxicNectar_Name	صمغ مر
Item_ToxicNectar_Description	مادة لزجة تشبه العسل. مرارتها ناتجة عن تركيز عال من السموم. لا تستهلكه نيئا.
Item_GoldenNectar_Name	صمغ متبلور
Item_GoldenNectar_Description	صمغ مر عولج وتصلب حتى صار بلورة.
Item_Yeast_Name	خميرة
Item_Yeast_Description	كتلة حية من أبواغ الفطر والفانانا المخمرة. رائحتها حية على نحو مريب. لا غنى عنها للفوران والتخمير ولجعل الأشياء غريبة بالطريقة الصحيحة.

# ── البذور ──
Item_Seed_Barley_Name	بذرة شعير
Item_Seed_Barley_Description	النواة الصغيرة التي تبدأ منها الحكاية — ازرع واحدة، وستحصل قريبا على شعير يكفي للتخمير والخبز والتباهي.
Item_Seed_Coffee_Name	بذرة بن
Item_Seed_Coffee_Description	بذرة تنبت شجرة بن.
Item_Seed_Mushroom_Name	بذرة فطر
Item_Seed_Mushroom_Description	بذرة تنبت فطرا
Item_Seed_Sapling_Name	بذرة شتلة
Item_Seed_Sapling_Description	بذرة تنبت شتلة
Item_Seed_Spud_Name	بذرة بطاطس
Item_Seed_Spud_Description	بذرة تنبت بطاطس.
Item_Seed_Vanana_Name	بذرة نخلة قزمة
Item_Seed_Vanana_Description	بذرة تنبت فانانا.
Item_Seed_Hydropod_Name	بذرة هيدروبود
Item_Seed_Hydropod_Description	بذرة تنبت نبات هيدروبود.
Item_Seed_Thunderbloom_Name	بذرة زهرة الرعد
Item_Seed_Thunderbloom_Description	بذرة تنبت زهرة الرعد.
Item_Seed_Voltaicbloom_Name	بذرة زهرة الفولت
Item_Seed_Voltaicbloom_Description	بذرة هجينة تنبت الفاكهة المشحونة.
Item_Seed_ToxicNectarPlant_Name	بذرة روزاوروم
Item_Seed_ToxicNectarPlant_Description	بذرة تنبت روزاوروم.
Item_Seed_Nectarbulb_Name	بذرة دروسيروم
Item_Seed_Nectarbulb_Description	بذرة هجينة تنبت بصيلة متلألئة.
Item_Seed_Elixiroot_Name	بذرة جذر الإكسير
Item_Seed_Elixiroot_Description	بذرة هجينة تنبت بصيلة جذر الإكسير.
Item_Seed_DuraniumSapling_Name	بذرة شتلة الدورانيوم
Item_Seed_DuraniumSapling_Description	بذرة هجينة مصنوعة من الدورانيوم وبذرة شتلة.
Item_Seed_PlasticSapling_Name	بذرة شتلة البلاستيك
Item_Seed_PlasticSapling_Description	بذرة هجينة تنبت كتلة بلاستيك دقيق.
Item_Seed_Deco_Bonsai_Name	بذرة بونساي
Item_Seed_Deco_Bonsai_Description	بذرة بونساي للزينة فقط.

# ── السوائل المعرفية والجرعات ──
Item_CognitiveFluid_A_Name	سائل إدراكي من النوع A
Item_CognitiveFluid_A_Description	سائل يحول التخمر إلى مصفوفة حيوية من الفطريات المعرفية القادرة على تحفيز عمليات التفكير.
Item_CognitiveFluid_B_Name	سائل إدراكي من النوع B
Item_CognitiveFluid_B_Description	للوهلة الأولى يبدو هذا السائل الإدراكي مطابقا للنوع A، لأنهما يحضران بالعناصر نفسها، لكن الحقيقة أبعد ما تكون عن ذلك. فهذا يحمل حرف B في اسمه. ولونه مختلف.
Item_CognitiveFluid_C_Name	سائل إدراكي من النوع C
Item_CognitiveFluid_C_Description	سائل يتلألأ بتوازن مصقول، هادئ في طبعه لكنه قوي في إيقاظ تيارات البصيرة.
Item_CognitiveFluid_D_Name	سائل إدراكي من النوع D
Item_CognitiveFluid_D_Description	سائل يشع حيوية عميقة، غني ومركب، يثير فكرا عميقا في أعماقه القرمزية.
Item_LucidFluid_Name	سائل صاف
Item_LucidFluid_Description	سائل شفاف مصنوع من الأرز
Item_HemoFluid_Name	سائل دموي
Item_HemoFluid_Description	خليط أحمر كثيف مشبع بطاقة الحياة.
Item_PotionMix_A_Name	نقيع أخضر
Item_PotionMix_A_Description	خليط واعد ولد من كيمياء مشكوك فيها. مادة أساسية لا غنى عنها لتصنيع الجرعات المتقدمة.
Item_PotionMix_B_Name	نقيع أزرق
Item_PotionMix_B_Description	خليط واعد ولد من كيمياء مشكوك فيها. مادة أساسية لا غنى عنها لتصنيع الجرعات المتقدمة.
Item_PotionMix_C_Name	نقيع أحمر
Item_PotionMix_C_Description	خليط واعد ولد من كيمياء مشكوك فيها. مادة أساسية لا غنى عنها لتصنيع الجرعات المتقدمة.
Item_OrganicBattery_Name	مصباح حيوي
Item_OrganicBattery_Description	بطارية مصنوعة من مكونات عضوية تستخدم لتشغيل <color=#008aff><b>الإضاءة</b></color>.
Item_Compost_Name	سماد
Item_Compost_Description	السماد العضوي ناتج التحلل الطبيعي. ويمكن استخدامه <color=#008aff><b>وقودا</b></color>.

# ── الأطباق ──
Item_Dish_RoastedMeat_Name	لحم مشوي على السيخ
Item_Dish_RoastedMeat_Description	لحم متبل يشوى على سيخ فوق نار مكشوفة.
Item_Dish_RoastedBirdMeat_Name	طير مشوي على السيخ
Item_Dish_RoastedBirdMeat_Description	طير متبل على سيخ، يشوى ببطء على نار الحطب.
Item_Dish_RoastedEggs_Name	بيض مشوي على السيخ
Item_Dish_RoastedEggs_Description	بيض مسلوق جيدا على النار. تشقق قشرته في الدقائق الأخيرة من الطهي لتمنحه نقشه المميز.
Item_Dish_RoastedMushrooms_Name	أسياخ فطر
Item_Dish_RoastedMushrooms_Description	فطر غني بنكهة ترابية، مشوي على النار إلى حد الكمال.
Item_Dish_RoastedPotatoes_Name	أسياخ بطاطس
Item_Dish_RoastedPotatoes_Description	مكعبات بطاطس مشوية على النار. مقرمشة من الخارج، طرية ناعمة من الداخل.
Item_Dish_RoastedTomapple_Name	طماطفاح ملهب
Item_Dish_RoastedTomapple_Description	طماطفاح مشوي على النار، مكرمل إلى حد الكمال.
Item_Dish_RoastedVanana_Name	فانانا ملهبة
Item_Dish_RoastedVanana_Description	فانانا مشوية على نار هادئة بقشرها للحفاظ على النكهة والقوام.
Item_Dish_RoastedVananaToxic_Name	فانانا سامة ملهبة
Item_Dish_RoastedVananaToxic_Description	فانانا سامة طهيت جيدا حتى تبخرت كل سمومها. طعم يحتاج إلى اعتياد.
Item_Dish_RoastedFrostpetal_Name	صقيع وشواء
Item_Dish_RoastedFrostpetal_Description	تطهى بتلات الصقيع بعناية على النار لتبخير الجليد مع الحفاظ على القرمشة والنكهة الطازجة.
Item_Dish_FruitMix_Name	خليط فواكه ملهب
Item_Dish_FruitMix_Description	خليط من الفانانا والطماطفاح، مشوي ببطء على نار هادئة.
Item_Dish_FruitshroomMix_Name	أسياخ الفاكهة والفطر
Item_Dish_FruitshroomMix_Description	حلو ومالح وترابي وغني. المزيج المثالي من الفاكهة والفطر مشويا على سيخ.
Item_Dish_Damage1_Name	طير ونخاع
Item_Dish_Damage1_Description	صدور طير مشوية مع صلصة بوردليز من نخاع العظم تقدم داخل العظمة.
Item_Dish_Damage1-B_Name	لحم ومهروس ألياف
Item_Dish_Damage1-B_Description	شرائح لحم مشوية مع مهروس ألياف، مزينة بأوراق مقلية.
Item_Dish_Damage2_Name	أغواتشيلي اللحم والطير
Item_Dish_Damage2_Description	شرائح لحم مشوية وقطع طير تقدم فوق أغواتشيلي كهربائي، مزينة بألياف نباتية مقلية.
Item_Dish_Defense1_Name	مكعبات لحم ومهروس
Item_Dish_Defense1_Description	مكعبات لحم طرية بصلصة الديميغلاس مع بطاطس مهروسة بالزبدة.
Item_Dish_Shield1_Name	لحم مشوي مع فطر
Item_Dish_Shield1_Description	شرائح لحم مشوية تقدم مع فطر مقلي في المقلاة.
Item_Dish_Shield2_Name	شرائح لحم بالصلصة
Item_Dish_Shield2_Description	شرائح رقيقة من اللحم المطهو بالتفريغ تقدم مع صلصة زبدة الصمغ.
Item_Dish_Shield3_Name	جبل اللحم
Item_Dish_Shield3_Description	قرصا طير تعلوهما شريحة لحم مقلية، تقدم مع تكثيفة صمغ وبيض مسلوق طريا.
Item_Dish_SlowRoastedMeat_Name	لحم على لحم
Item_Dish_SlowRoastedMeat_Description	ريب آي بالعظم يقدم مع شريحتي لحم مشويتين متبلتين. طبق سوان رونسون الخاص.
Item_Dish_Loot1_Name	طير مشوي مع فطر
Item_Dish_Loot1_Description	طير مشوي متبل، يقدم مع كارباتشيو فطر.
Item_Dish_Loot2_Name	أومورايس الطير
Item_Dish_Loot2_Description	طير سوتيه داخل عجة هشة وطرية تقدم مع صلصة هولنديز.
Item_Dish_ImprovisedPotion_Name	جرعة مرتجلة صغيرة
Item_Dish_ImprovisedPotion_Description	خليط بسيط بطعم مقزز. يستعيد قليلا من الحيوية مع الوقت مقابل اضطراب في المعدة.
Item_Dish_SmallPotion_Name	جرعة صغيرة
Item_Dish_SmallPotion_Description	إكسير صغير يجدد الصحة تدريجيا.
Item_Dish_Potion_Name	جرعة
Item_Dish_Potion_Description	إكسير أكثر توازنا يستعيد الصحة دون تهييج القولون. ولا يزال طعمه كالوحل المجتر.
Item_Dish_SuperPotion_Name	جرعة فائقة
Item_Dish_SuperPotion_Description	خليط قوي يمنح الحيوية لفترة ممتدة.
Item_Dish_InstantPotion_Name	جرعة العافية
Item_Dish_InstantPotion_Description	إكسير مركب يمنح الصحة فورا.
Item_Dish_AttackSPD1_Name	جرعة السرعة
Item_Dish_AttackSPD1_Description	شراب كثيف يزيد سرعة هجومك زيادة كبيرة.
Item_Dish_MovementSpeedElixir_Name	جرعة البرق
Item_Dish_MovementSpeedElixir_Description	خليط يزيد سرعة الحركة لفترة من الوقت.
Item_InitialRations_Name	لحم رائد فضاء
Item_InitialRations_Description	مصنوع من رواد فضاء حقيقيين!

# ── العناصر الفاسدة ──
Item_SpoiledFood_Name	طعام فاسد
Item_SpoiledFood_Description	ما كنت لآكل هذا لو كنت مكانك.
Item_Generic_HasExpiredDescription	انتهت صلاحية هذا العنصر.
Item_RottenMeat_Name	لحم فاسد
Item_SpoiledBirdEgg_Name	بيض فاسد
Item_SpoiledMushroom_Name	فطر فاسد
Item_SpoiledSpud_Name	بطاطس فاسدة
Item_SpoiledTomapple_Name	طماطفاح فاسد
Item_SpoiledVanana_Name	فانانا فاسدة
Item_SpoiledCoffeeBeans_Name	حبوب بن فاسدة
Item_DecayedAnimalSkin_Name	جلد حيوان فاسد
Item_DecayedBarley_Name	شعير فاسد
Item_DecayedFeather_Name	ريش فاسد
Item_DecayedFiber_Name	ألياف فاسدة
Item_DecayedTwig_Name	غصين فاسد
Item_DecomposedGel_Name	هلام فاسد
Item_DecomposedToxicNectar_Name	صمغ فاسد
Item_DecayedCognitiveFluid_Name	سائل إدراكي متحلل
Item_DecayedCognitiveFluid_Description	فقد هذا السائل كل خصائصه الفكرية.
Item_PutridCoffee_Name	سائل إدراكي فاسد
Item_RottenElectrifiedCell_Name	غدة مولدة للكهرباء فاسدة
Item_DischargedOrganicBattery_Name	مصباح حيوي مفرغ
Item_DischargedOrganicBattery_Description	بطارية عضوية فقدت شحنتها بالكامل.
Item_RottenGasPouch_Name	كيس غازي متعفن
