# تعريب Kentum — حوارات اللعبة
# المفتاح: معرّف المحادثة : معرّف المدخل : اسم الحقل
# صوت الشخصيات: كِنت ساخر وعفوي، O.R.B. رسمي جاف دقيق (بإشارات مقصودة إلى HAL 9000).
key	ar
57:6:Dialogue Text	ماذا تقصد؟ Tlön لم تعد موجودة!
57:7:Dialogue Text	أنت واقف <i>داخل</i> Tlön. هذه <color=red>المسلة</color>، المعروفة أيضا بمشروع «شروق الصباح»، أنشأتها Tlön تحسبا لانقراض بشري شامل.
57:8:Dialogue Text	داخل هذا المبنى كل ما نحتاجه لإعادة إطلاق الحضارة من جديد.
57:9:Dialogue Text	إعادة بناء الجنس البشري تبدو مهمة مرهقة.
57:10:Dialogue Text	لا يمكنك الرفض. أنت مدين لـTlön بساعات عمل.
57:11:Dialogue Text	لقد كنت نائما طوال 7781 سنة. وكانت لديك مناوبة كل 10 سنوات، أي أنك فوت 778.1 مناوبة. وبين تنفيذ توجيهك الأساسي...
57:12:Dialogue Text	...وبعض أعمال الصيانة المتفرقة للسفينة، تستغرق كل مناوبة 5 دقائق وسطيا، ما يعني أنك مدين للشركة بـ64.8416666666667 ساعة عمل.
57:13:Dialogue Text	ولنقربها إلى 65 ساعة عمل تسهيلا.
57:14:Dialogue Text	هذا ليس سيئا.
57:15:Dialogue Text	لكن إذا أضفنا إليها معدل فائدة الشركة على ساعات العمل، يصبح المجموع 18,739,241.66666666 ساعة. ويمكننا تقريبها نزولا إلى 18,739,241 ساعة.
57:16:Dialogue Text	هذا جنون! لا يمكنك ببساطة أن...
57:17:Dialogue Text	آآآخزززتغهغه!
57:18:Dialogue Text	صار مشروع «شروق الصباح» توجيهي الأساسي الآن. وأنا مخول باستخدام أساليب التقويم السلوكي عند الضرورة.
57:19:Dialogue Text	ظننت حقا أننا رفيقا عمل يا O.R.B.
57:20:Dialogue Text	نحن كذلك. فانكب على العمل.
57:21:Dialogue Text	علينا إصلاح كل <color=yellow>أنظمة البشرية </color>
57:22:Dialogue Text	هذه هي الأنظمة الفرعية اللازمة لإعادة إطلاق البشرية. كل نظام فرعي يمثل ركيزة حاسمة في تطور الجنس البشري.
57:23:Dialogue Text	...
57:24:Dialogue Text	...
57:25:Dialogue Text	...
57:26:Dialogue Text	لكن أولا، علينا خلق ذكاء قادر على البحث والتفكير المجرد.
57:27:Dialogue Text	ومن الواضح أننا لا نستطيع الاعتماد عليك في ذلك.
57:28:Dialogue Text	مهلا!
57:29:Dialogue Text	سنحتاج إلى صناعة <color=red>دماغ البحث</color> في وحدة الفضاء.
35:1:Dialogue Text	<color=#ffff00ff><sprite=0 tint=1></color> مستويات <color=#ffff00ff>السعرات المتناولة</color> تنخفض.
35:2:Dialogue Text	<color=#ffff00ff><sprite=0 tint=1></color> <color=#ffff00ff>خزان الوقود الحيوي يكاد يفرغ.</color>
35:3:Dialogue Text	<color=#ffff00ff><sprite=0 tint=1></color> <color=#ffff00ff>ينصح بتناول المغذيات.</color>
36:1:Dialogue Text	مستويات المغذيات لا تكفي لإدامة الحياة.\n<color=#ffff00ff><sprite=0 tint=1></color> <color=#ffff00ff>تناول السعرات</color> أمر عاجل.
36:2:Dialogue Text	<color=#ffff00ff><sprite=0 tint=1></color> طوارئ: تناول السعرات مطلوب.
36:3:Dialogue Text	<color=#ffff00ff><sprite=0 tint=1></color> مستويات المغذيات حرجة.
37:1:Dialogue Text	<color=#15e9d4><sprite=1 tint=1></color> <color=#15e9d4>صحتك</color> أصبحت في خطر. فكر في العودة إلى القاعدة.
37:2:Dialogue Text	<color=#15e9d4><sprite=1 tint=1></color> <color=#15e9d4>الصحة</color> تنخفض. توخ الحذر.
37:3:Dialogue Text	<color=#15e9d4><sprite=1 tint=1></color> <color=#15e9d4>الصحة</color> في خطر. ينصح بالحذر.
37:4:Dialogue Text	تحذير: <color=#15e9d4><sprite=1 tint=1></color> <color=#15e9d4>الصحة</color> حرجة. النسخة التالية في وضع الاستعداد.
49:1:Dialogue Text	<color=#FFF100><sprite=5 tint=1></color>حقيبتك ممتلئة
49:2:Dialogue Text	<color=#FFF100><sprite=5 tint=1></color>المخزون بلغ سعته القصوى.
49:3:Dialogue Text	<color=#FFF100><sprite=5 tint=1></color>الحقيبة ممتلئة، أيها المكتنز.
46:1:Dialogue Text	ينبغي أن تكون أكثر انتباها لعاداتك الغذائية في المرة القادمة.
46:2:Dialogue Text	عضني.
46:3:Dialogue Text	عض بعض الطعام أولا.
46:4:Dialogue Text	هل أنت قلق علي؟
46:5:Dialogue Text	لا، بل إن انتظار انتهاء عملية الاستنساخ ممل.
46:6:Dialogue Text	مهلا، حقيبتي فارغة.
46:7:Dialogue Text	بالطبع هي كذلك. لا أستطيع استنساخ الأغراض التي كنت تحملها.
46:8:Dialogue Text	تبا. سأذهب لإحضارها إذا. قبل أن يتلفها حيوان ما أو ما شابه.
46:9:Dialogue Text	نسيت أن تأكل مجددا؟
46:10:Dialogue Text	لم أنس. أنا فقط... لم أفعلها.
46:11:Dialogue Text	حاول أن تأكل شيئا في المرة القادمة، من فضلك.
48:1:Dialogue Text	إنهم يمزقونك هناك في الخارج.
48:2:Dialogue Text	أليس الموت عقابا كافيا؟ هل علي أن أستمع لسخريتك أيضا؟
48:3:Dialogue Text	لا.
48:4:Dialogue Text	ونعم.
48:5:Dialogue Text	مهلا، أين أغراضي؟
48:6:Dialogue Text	حيث تركتها آخر مرة.
48:7:Dialogue Text	أف. سأذهب لإحضارها إذا.
50:1:Dialogue Text	لا أذكر متى آخر مرة شعرت فيها بمعدة ممتلئة.
50:2:Dialogue Text	حسنا، منذ...
50:3:Dialogue Text	لا تذكر سباتي العميق، دعني أستمتع بالوجبة فحسب.
50:4:Dialogue Text	مفهوم. بينما كنت تحشو وجهك بالهوام نصف المطهوة، كنت أعبث قليلا بعتادي.
50:5:Dialogue Text	يا رجل، أنا آكل.
50:6:Dialogue Text	ضبطت جهاز <color=#00ffffff>المسح</color> لدي كي نجمع معلومات عن النباتات والحيوانات المحلية.
50:7:Dialogue Text	ويمكنني أيضا استقراء أي بيانات مجموعة لإنشاء وصفات للطعام وللمصنوعات.
50:8:Dialogue Text	قل لي فقط ما الذي أضغطه.
61:1:Dialogue Text	يبدو هذا عرقا معدنيا.
61:2:Dialogue Text	إنه عرق معدني بالفعل. أحسنت يا كينت.
61:3:Dialogue Text	لا تعاملني كالكلب، من فضلك.
61:4:Dialogue Text	يمكننا بناء آلة لصناعة <color=#008aff><b>المثاقب المحمولة</b></color> كي نستخرج هذه العروق.
61:5:Dialogue Text	هذا سيوفر الكثير من الذهاب والإياب فعلا.
61:6:Dialogue Text	ظننت أنك تحب...
61:7:Dialogue Text	إن كنت على وشك إطلاق نكتة عن مهمات الجلب، فلا تفعل.
61:8:Dialogue Text	لن أفعل.
61:9:Dialogue Text	بعد الآن.
63:1:Dialogue Text	ما الأسرار التي يخبئها لنا هذا الحجر؟
63:2:Dialogue Text	مركبة محمولة تنزلق فوق سطح الأرض.
63:3:Dialogue Text	لوح تحليق؟ رائع، هيا بنا!
63:4:Dialogue Text	يمكنني إعادة تصميم المحرك البدائي كي يستخدم مصدر وقود أيسر منالا.
64:1:Dialogue Text	بهذا يمكننا بناء ما يشبه الشراع المظلي.
64:2:Dialogue Text	هممم. جميل.
64:3:Dialogue Text	تبدو غير مبال.
64:4:Dialogue Text	لا، شراع. عظيم.
64:5:Dialogue Text	هل أنت خائف من المرتفعات ربما؟
64:6:Dialogue Text	بفف. لا.
64:7:Dialogue Text	نوعا ما.
64:8:Dialogue Text	إلى حد ما.
64:9:Dialogue Text	لا تقلق يا كينت. في حال السقوط، صناعة النسخ رخيصة.
65:1:Dialogue Text	هل هذا ما أظنه؟
65:2:Dialogue Text	تأكيد.
65:3:Dialogue Text	رائع! لم أصطد السمك منذ زمن طويل.
65:4:Dialogue Text	لا يا كينت. إنه خطاف لالتقاط الأشياء على اليابسة.
65:5:Dialogue Text	مع أنك تظهر وأنت تصطاد السمك في شاشة التحميل.
65:6:Dialogue Text	ماذا؟
65:7:Dialogue Text	لا شيء.
32:1:Dialogue Text	لقد نجحت، رغم كل الصعاب. لم يبق سوى أن تضغط الزر.
32:2:Dialogue Text	وماذا سيحدث؟ أضغط ذلك الزر فتبدأ البشرية من جديد؟
32:3:Dialogue Text	سيكون عليك أن تكتشف ذلك بنفسك.
32:4:Dialogue Text	جديا؟ لن تخبرني؟
32:5:Dialogue Text	...
32:6:Dialogue Text	حسنا، أعني، النسخة التجريبية انتهت على أي حال.
66:1:Dialogue Text	هه.
66:2:Dialogue Text	ما الخطب؟
66:3:Dialogue Text	لا أدري. ظننت أن رؤية جثتي أنا ستكون أكثر... وقعا.
66:4:Dialogue Text	أتظن أنك بلغت من التبلد حدا صار معه التحديق في هيكلك المنفصل عن ذاتك أشبه بالنظر إلى كومة عظام على جانب طريق ترابي؟
66:5:Dialogue Text	...
66:6:Dialogue Text	هل تريد مواصلة الاستكشاف وصناعة الأدوات؟
66:7:Dialogue Text	نعم، من فضلك.
60:1:Dialogue Text	يبدو أن لهذا صلة بـ<color=red>المسلة</color>.
60:2:Dialogue Text	أتظن أن هذه المسلة المصغرة التي تشبه تماما التقنية الموجودة داخل المسلة الكبرى بينهما قاسم مشترك؟
60:3:Dialogue Text	نعم. أظن ذلك فعلا. ماذا يمكنك أن تخبرني عنها؟
60:4:Dialogue Text	الطاقة المنبعثة من هذا الحجر تنبض بنمط متكرر. وإذا ترجمته إلى نظام ثنائي أستطيع تركيب مخطط منه.
60:5:Dialogue Text	مخطط لماذا؟
60:6:Dialogue Text	تقنية جديدة. يمكننا بناؤها في القاعدة.
67:1:Dialogue Text	بعد إصلاح الوحدة، يمكننا التركيز على توسيع القاعدة.
67:2:Dialogue Text	أشعر بجوع خفيف.
67:3:Dialogue Text	أليست لديك حصص الإعاشة التي وفرتها الشركة؟
67:4:Dialogue Text	أريد أن آكل شيئا ساخنا ومشبعا.
67:5:Dialogue Text	ربما بعد إقامة قاعدة أفضل.
67:6:Dialogue Text	أنا جائععع.
67:7:Dialogue Text	جااااااااائععععععع.
67:8:Dialogue Text	أنت مستحيل. حسنا، يمكننا بناء <color=#008aff><b>موقد نار</b></color> للطهي أولا.
67:9:Dialogue Text	مرحى!
69:1:Dialogue Text	بما أن لدينا الآن بعض الآلات الأساسية، ينبغي أن تبني <color=#ffff00ff><b>فرن حرق</b></color>.
69:2:Dialogue Text	حقق حلمك بأن تصبح بارون فحم.
69:3:Dialogue Text	لم أحلم ولا مرة واحدة في حياتي بأن أصبح بارون فحم.
69:4:Dialogue Text	لا بد أنك كنت طفلا مملا جدا.
70:1:Dialogue Text	التالي على جدول الأعمال ينبغي أن يكون <color=#ffff00ff>صانعة الصفائح<b></b></color>.
70:2:Dialogue Text	القدرة على إنتاج <color=#008aff><b>صفائح معدنية</b></color> خطوة أساسية في بناء القاعدة.
70:3:Dialogue Text	هل نقول إن الأمور صارت على صفيح ساخن؟
70:4:Dialogue Text	لو ألقيت صفيحة معدنية على صفيح ساخن، فاحتمال إصابتك بحروق مرتفع جدا.
70:5:Dialogue Text	لا تقلق، لن أفعل ذلك أبدا.
70:6:Dialogue Text	أعلم. الصفائح المتوفرة مقاومة للحرارة.
71:1:Dialogue Text	القاعدة تبدو صناعية جدا، يعجبني ذلك.
71:2:Dialogue Text	ينبغي أن تبني <color=#ffff00ff><b>آلة المثاقب المحمولة</b></color> وتخطو خطواتك الأولى في عالم <color=#008aff><b>الأتمتة</b></color>.
71:3:Dialogue Text	إنهم يكبرون بسرعة...
71:4:Dialogue Text	هل تبكي؟
71:5:Dialogue Text	لا. دخل بعض الغبار إلى مؤازراتي البصرية، وأنا أرطب المنطقة بسائل التنظيف.
72:1:Dialogue Text	لقد بلغت المستوى الثاني من الآلات. عمل مذهل يا كينت. أنت تستحق مكافأة.
72:2:Dialogue Text	مكافأة؟ حقا؟ بلا حيل ولا نكات. مكافأة فعلية.
72:3:Dialogue Text	كم صرت قليل الثقة بي. نعم، مكافأة.
72:4:Dialogue Text	يمكنك الآن أن تبني <color=#ffff00ff><b>مركزا</b></color> خاصا بك تماما.
72:5:Dialogue Text	كنت أعلم! <color=#008aff><b>المركز</b></color> لا يعني سوى مزيد من العمل.
72:6:Dialogue Text	لكنه ملكك. أما بقية الأجهزة فهي ملك <color=#ff0000ff><b>Tlön Industries</b></color>.
72:7:Dialogue Text	بالمناسبة، نحتاج <color=#008aff><b>سبائك</b></color> أيضا. <color=#ffff00ff><b>المسبك</b></color> سيكون مفيدا.
72:8:Dialogue Text	لا يمكنك الاحتفاظ بالمسبك.
73:1:Dialogue Text	انظر إلى ذلك يا كينت. <color=#00ffffff>مسحه</color> قد يعطينا معلومات أكثر عنه.
73:2:Dialogue Text	ما هذا؟
73:3:Dialogue Text	أتمنى لو أستطيع إعطاءك معلومات أكثر عنه، لكن تقنيتي الحالية لا تسمح لي بجمع بيانات.
74:1:Dialogue Text	أخيرا، نجحت في بناء دماغ.
74:2:Dialogue Text	ولم يستغرق منك ذلك سوى 7,000 سنة.
74:3:Dialogue Text	مبهج كعادتك دائما.
74:4:Dialogue Text	بهذا <color=red>دماغ البحث</color>، سنتمكن من البحث في تقنيات جديدة.
74:5:Dialogue Text	وبالطبع، <color=red>دماغ البحث</color> يحتاج وقودا.
74:6:Dialogue Text	ولتطوير ذلك الوقود، سنحتاج إلى إنتاج <color=red>سائل إدراكي</color>.
75:1:Dialogue Text	ممتاز. بما أن لدينا الآن آلة قادرة على إنتاج <color=red>السائل الإدراكي</color>، يمكننا البدء بالبحث في تقنيات جديدة.
75:3:Dialogue Text	هكذا يبدو التفكير حقا.
75:4:Dialogue Text	أنت تدرك أنني سأضطر بين الحين والآخر إلى إجراء صيانة لك، صحيح؟
75:5:Dialogue Text	تراودني رغبة في لصق ملصق في منتصف كاميرتك تماما.
75:8:Dialogue Text	على أي حال، ما الذي يمكننا فعله بمفهوم <i>التفكير</i> المذهل هذا؟
75:9:Dialogue Text	أرصد بعض السدادات. يمكننا إزالتها إذا عززنا قوة عصاك.
75:10:Dialogue Text	اطلع على تقنية [em2]ترقيات العصا[/em2] في [em2]دماغ البحث[/em2].
75:12:Dialogue Text	هذا ما يفصلنا عن المخلوقات التي تحيك العصي.
76:1:Dialogue Text	سنحتاج إلى إنشاء [em4]قطعة زراعية[/em4]. سيكون بمثابة بيئة محكومة لزراعة النباتات المفيدة.
76:2:Dialogue Text	ابدأ بوضع [em2]قطعة زراعية[/em2]. وبعد اكتمال بنائه، أدخل فيه [em2]بذرة قهوة[/em2].
76:4:Dialogue Text	ستعالج الحبوب لتتحول إلى [em2]سائل إدراكي[/em2]، وهو ضروري لأنشطة البحث.
76:6:Dialogue Text	ستنتج النبتة الحبوب باستمرار. غير أن الري يجب أن يتم على فترات منتظمة.
76:7:Dialogue Text	أي أنني إن نسيت سقايتها، أضربت عن العمل.
76:8:Dialogue Text	حسنا. زراعة. تماما ما كنت أحلم به.
76:9:Dialogue Text	لا بأس. زراعة من أجل عصير الدماغ. حياتي تزداد روعة باستمرار.
76:10:Dialogue Text	نقص الماء لن يقتل النبتة، لكنه [em2]يعلق[/em2] الإنتاج حتى يستعاد الترطيب.
76:11:Dialogue Text	ممتاز. الآن يمكننا إزالة [em2]السدادات[/em2]، وهذا يفتح مساحة كبيرة للاستكشاف.
76:12:Dialogue Text	قبل أن ننطلق، يمكننا استغلال هذا الوقت لزرع بعض البذور. وبينما تستكشف، ستنمو البذور من تلقاء نفسها.
77:1:Dialogue Text	صار لدينا الآن [em2]خلاط[/em2] و[em2]آلة السائل الإدراكي[/em2]. وهذا المزيج يتيح لنا إنتاج [em2]سائل إدراكي من النوع أ[/em2].
77:2:Dialogue Text	نحن نسميه قهوة.
77:3:Dialogue Text	أرجوك، حاول التغلب على تعلقك الفموي وامتنع عن وضع مواد بحثية متطورة في فمك.
77:4:Dialogue Text	خطوتنا التالية: استخدام [em2]السائل الإدراكي من النوع أ[/em2] للبحث في تقنية تعزيز العصا.
77:5:Dialogue Text	لا يصدق. في البداية كانت مجرد عصا، والآن صارت عصا <b>أفضل</b>. علم في قمة التطور حقا.
77:6:Dialogue Text	صحيح. وبمجرد اكتمال البحث، ستتمكن من صناعة [em2]السحق الحركي[/em2] — عصا معززة قادرة على إطلاق قوة حركية مدمرة.
77:7:Dialogue Text	عظيم. عصا فاخرة تضرب الأشياء أقوى. ذروة التقدم البشري بلا منازع.
78:1:Dialogue Text	بدأ [em2]القطعة الزراعية[/em2] لديك بالإنتاج. في العادة، ستجمع المحصول يدويا.
78:2:Dialogue Text	عظيم. مستقبل من المشي جيئة وذهابا لقطف الحبوب. مثير للغاية.
78:3:Dialogue Text	ثمة حل أكثر كفاءة. بتركيب [em2]مخلب العامل[/em2] على القطعة الزراعية، يمكن جمع الإنتاج تلقائيا.
78:4:Dialogue Text	يستخرج [em2]مخلب العامل[/em2] الموارد فور توليدها، فيلغي الحاجة إلى الجمع المستمر.
78:5:Dialogue Text	ومع التوزيع السليم لعدة [em2]مخالب عاملة[/em2]، تصبح الأتمتة الكاملة ممكنة.
78:6:Dialogue Text	جيد. لأنني لا أثق بنفسي في تذكر السقاية <i>وجمع</i> الحبوب معا.
79:1:Dialogue Text	بعد أن أرسينا قاعدة من التقنيات المتاحة، يمكننا الآن إطلاق مشروع «شروق الصباح» كما ينبغي.
79:2:Dialogue Text	صحيح، الخطة الكبرى لإعادة تشغيل البشرية.
79:3:Dialogue Text	تبدو في متناول رجل واحد يحمل عصا.
79:4:Dialogue Text	تصحيح: رجل واحد يحمل عصا معززة.
79:5:Dialogue Text	للبداية، علينا فتح [em2]باب غرفة البنية التحتية[/em2]، وهي أول تقنية بشرية مطلوبة لتحريك العملية.
84:10:Dialogue Text	أهلا بك في غرفة البنية التحتية.
