# تعريب Kentum — مباني القاعدة والآلات
#
# ملاحظة أسلوبية: كثير من هذه الأوصاف يرويها O.R.B. الروبوت المساعد بنبرة
# ساخرة لاذعة. حافظتُ على السخرية بدل تسطيحها إلى وصف محايد.
#
key	ar
BaseExpansion_FoodReplicator_Description	آلة تفكك المكوّنات على المستوى الجزيئي، ولا تكتفي بصنع <color=#008aff><b>أطباق</b></color> معقّدة بل تشحنها بشيفرة وراثية قادرة على منح <color=#008aff><b>تعزيزات</b></color>.
BaseExpansion_CognitiveFluidMachine_Name	آلة السوائل المعرفية
BaseExpansion_CognitiveFluidMachine_Description	آلة لصنع أنواع مختلفة من السوائل المعرفية.
BaseExpansion_Coffee_Name	آلة القهوة
BaseExpansion_Coffee_Description	آلة قهوة تُحضّر قهوة منشّطة. اختر خلطتك المفضلة واستمتع بدفعة طاقة. تحذير: قد تسبب الإنتاجية!
BaseExpansion_ColdStorage_Name	الثلاجة الصغيرة
BaseExpansion_ColdStorage_Description	بتشويه الزمكان المحلي وإخضاع الديناميكا الحرارية بالقوة، تُبطئ وحدة التخزين هذه التحلل الجزيئي بكفاءة تجعل العناصر تستغرق ضعف الوقت قبل <color=#008aff><b>الفساد</b></color>.
BaseExpansion_StasisStorage_Name	ثلاجة السبات
BaseExpansion_StasisStorage_Description	باستخدام ذكاء اصطناعي متقدّم ممزوج بمصادم هدرونات محمول، تبلغ هذه الحاوية حرارة أدنى من ثقتك بنفسك لتمنع العناصر من <color=#008aff><b>الفساد</b></color>. آسف، كانت تلك مزحة. أقصد بشأن الذكاء الاصطناعي والمصادم، فهي مجرد ثلاجة.
BaseExpansion_Storage_Name	التخزين
BaseExpansion_Storage_Description	مكان تخزين لقاعدتك. تُكتشف العناصر المخزَّنة تلقائيًا عند التصنيع داخل القاعدة، وتتأثر <color=#008aff><b>بالفساد</b></color>.
BaseExpansion_WoodStorage_Name	تخزين خشبي
BaseExpansion_WoodStorage_Description	صندوق تخزين خشبي صغير لقاعدتك. تُكتشف العناصر المخزَّنة تلقائيًا عند التصنيع داخل القاعدة، وتتأثر <color=#008aff><b>بالفساد</b></color>.
BaseExpansion_SafeStorage_Name	الخزنة
BaseExpansion_SafeStorage_Description	تخزين آمن للعناصر التي لا تريد استخدامها في التصنيع أو الأتمتة.

# ── الزراعة ──
BaseExpansion_FarmBasic_Name	قطعة زراعية
BaseExpansion_FarmBasic_Description	قطعة زراعية أساسية لزرع <color=#008aff><b>البذور</b></color>.
BaseExpansion_Farm_Name	الحوض المائي
BaseExpansion_Farm_Description	حوض لزرع <color=#008aff><b>بذورك</b></color>. أضف الماء واحصد الثمار في وقت قصير.
BaseExpansion_FarmBioGen_Name	قطعة زراعية حيوية وراثية
BaseExpansion_FarmBioGen_Description	قطعة زراعية متقدّمة لزرع <color=#008aff><b>البذور</b></color> الحيوية الوراثية.
BaseExpansion_FarmMineral_Name	قطعة زراعية معدنية
BaseExpansion_FarmMineral_Description	قطعة زراعية متقدّمة لزرع <color=#008aff><b>البذور</b></color> المعدنية.
BaseExpansion_SeedMakerBasic_Name	صانع البذور الأساسي
BaseExpansion_SeedMakerBasic_Description	يحلل المواد النباتية ويكثّفها إلى <color=#008aff><b>بذور</b></color> يمكنك زرعها في <color=#008aff><b>الأحواض</b></color>.
BaseExpansion_SeedMaker_Name	صانع البذور
BaseExpansion_SeedMaker_Description	يحلل المواد النباتية ويكثّفها إلى <color=#008aff><b>بذور</b></color> يمكنك زرعها في <color=#008aff><b>الأحواض</b></color>.
BaseExpansion_SeedSynthesizer_Name	مُخلِّق البذور
BaseExpansion_SeedSynthesizer_Description	آلة تمزج <color=#008aff><b>البذور</b></color> بالمواد غير العضوية لخلق <color=#008aff><b>أنواع نباتية جديدة</b></color>. هذا جهاز مستقبلي من الطراز الأول حقًا.
BaseExpansion_Composter_Name	آلة التسميد
BaseExpansion_Composter_Description	جهاز يتيح لك تحويل المادة العضوية إلى <color=#008aff><b>سماد</b></color>. يمكن استخدامه وقودًا.
BaseExpansion_Zoo_Name	الحوض الحيوي
BaseExpansion_Zoo_Description	موئل صغير لرعاية <color=#008aff><b>الحيوانات الحيّة</b></color> بغرض الحصاد منها.
BaseExpansion_Zoo_M_Name	حوض حيوي متوسط
BaseExpansion_Zoo_M_Description	موئل متوسط لرعاية <color=#008aff><b>الحيوانات الحيّة</b></color> بغرض الحصاد منها.
BaseExpansion_Zoo_L_Name	حوض حيوي كبير
BaseExpansion_Zoo_L_Description	موئل كبير لرعاية <color=#008aff><b>الحيوانات الحيّة</b></color> بغرض الحصاد منها.

# ── المعدّات المحمولة ──
BaseExpansion_PortableDrillMaker_Name	صانع المثاقب المحمولة
BaseExpansion_PortableDrillMaker_Description	آلة تصنع <color=#008aff><b>مثاقب الاستخراج</b></color> المستخدمة في تعدين عروق المعادن.
BaseExpansion_PortableMachineMaker_Name	صانع الآلات المحمولة
BaseExpansion_PortableMachineMaker_Description	آلة تصنع المعدّات المحمولة مثل <color=#008aff><b>مثاقب الاستخراج</b></color> المستخدمة في تعدين عروق المعادن.
BaseExpansion_PortableDrill_Name	المثقاب المحمول
BaseExpansion_PortableDrill_Description	آلة محمولة لتعدين عروق المعادن العميقة.
BaseExpansion_PortableTeleport_Name	الانتقال المحمول
BaseExpansion_PortableTeleport_Description	جهاز انتقال آني محمول.
BaseExpansion_PortableTorch_Name	المشعل المحمول
BaseExpansion_PortableTorch_Description	مشعل محمول.

# ── الأتمتة ──
BaseExpansion_ConveyorBelt_Name	الحزام الناقل
BaseExpansion_ConveyorBelt_Description	ينقل الحزام الناقل العناصر بسلاسة على مسار محدد.
BaseExpansion_ConveyorBelt_Vertical_1x5_Name	حزام ناقل عمودي
BaseExpansion_ConveyorBelt_Vertical_1x5_Description	حزام ناقل عمودي يرفع العناصر إلى أعلى.
BaseExpansion_WorkerClaw_Name	مخلب العامل
BaseExpansion_WorkerClaw_Description	ذراع آلية تنقل العناصر من جانب إلى آخر بكفاءة، فتتيح مناولة فعّالة للمواد.
BaseExpansion_WorkerClaw_2_Name	مخلب العامل المتقدّم
BaseExpansion_WorkerClaw_2_Description	مخلب عامل محسّن ينقل العناصر جانبيًا بسرعة أكبر.
BaseExpansion_WorkerClaw_Gatherer_Name	مخلب الجامع
BaseExpansion_WorkerClaw_Gatherer_Description	يلتقط هذا المخلب العناصر من أي جانب ويسقطها على الأرض لتسهيل جمعها.
BaseExpansion_WorkerDrone_Name	مسيّرة العامل
BaseExpansion_WorkerDrone_Description	تنقل مسيّرة العامل العناصر بكفاءة من جانب إلى آخر، بمساحتَي إدخال وإخراج متساويتين.
BaseExpansion_WorkerDrone_Gatherer_1_Name	مسيّرة الجامع: «أساسية»
BaseExpansion_WorkerDrone_Gatherer_1_Description	تتميز مسيّرات الجامع بمساحة إدخال واسعة لجمع العناصر ونقلها بكفاءة إلى مساحة إخراج أصغر.
BaseExpansion_WorkerDrone_Gatherer_2_Name	مسيّرة الجامع: «الرفع الجانبي»
BaseExpansion_WorkerDrone_Gatherer_2_Description	مسيّرة جامع تعمل بتخطيط أفقي، تجمع العناصر من مساحة إدخال طويلة واسعة على أحد الجانبين وتنقلها بكفاءة إلى مساحة إخراج مضغوطة.
BaseExpansion_WorkerDrone_Gatherer_3_Name	مسيّرة الجامع: «الرفع T»
BaseExpansion_WorkerDrone_Gatherer_3_Description	مسيّرة جامع تجمع العناصر من مساحة إدخال أفقية واسعة وتسقطها بكفاءة في مساحة إخراج مضغوطة أسفلها، فتحسّن مناولة المواد بتكوين على شكل حرف T.
BaseExpansion_WorkerDrone_Gatherer_4_Name	مسيّرة الجامع 4
BaseExpansion_WorkerDrone_Gatherer_4_Description	وصف مسيّرة العامل
BaseExpansion_WorkerDrone_Gatherer_5_Name	مسيّرة الجامع 5
BaseExpansion_WorkerDrone_Gatherer_5_Description	وصف مسيّرة العامل
BaseExpansion_WorkerDrone_Gatherer_6_Name	مسيّرة الجامع 6
BaseExpansion_WorkerDrone_Gatherer_6_Description	وصف مسيّرة العامل
BaseExpansion_WorkerDrone_Transporter_1_Name	مسيّرة النقل: «أساسية»
BaseExpansion_WorkerDrone_Transporter_1_Description	تتميز مسيّرات النقل بمساحة إدخال مضغوطة لجمع العناصر ونقلها بكفاءة إلى مساحة إخراج أكبر.
BaseExpansion_WorkerDrone_Transporter_2_Name	مسيّرة النقل: «الرفع الجانبي»
BaseExpansion_WorkerDrone_Transporter_2_Description	مسيّرة نقل تعمل بتخطيط أفقي، تجمع العناصر من مساحة إدخال مضغوطة وتنقلها بكفاءة إلى مساحة إخراج طويلة واسعة على أحد الجانبين.
BaseExpansion_WorkerDrone_Transporter_3_Name	مسيّرة النقل: «الرفع T»
BaseExpansion_WorkerDrone_Transporter_3_Description	مسيّرة نقل تجمع العناصر من مساحة إدخال مضغوطة وتسقطها بكفاءة في مساحة إخراج أفقية واسعة أسفلها، فتحسّن مناولة المواد بتكوين على شكل حرف T.
BaseExpansion_WorkerDrone_Transporter_4_Name	مسيّرة النقل 4
BaseExpansion_WorkerDrone_Transporter_4_Description	وصف مسيّرة العامل
BaseExpansion_WorkerDrone_Transporter_5_Name	مسيّرة النقل 5
BaseExpansion_WorkerDrone_Transporter_5_Description	وصف مسيّرة العامل
BaseExpansion_WorkerDrone_Transporter_6_Name	مسيّرة النقل 6
BaseExpansion_WorkerDrone_Transporter_6_Description	وصف مسيّرة العامل
BaseExpansion_WorkerFunnel_Name	القُمع
BaseExpansion_WorkerFunnel_Description	جهاز يستقبل العناصر ويصبّها إلى الأسفل. وعند وضعه فوق آلة أو مخزن، يصبّ العناصر داخلها مباشرة.
BaseExpansion_WorkerRedirector_Name	الموجِّه
BaseExpansion_WorkerRedirector_Description	آلة تستقبل العناصر من جانب وتسقطها على الجانب الآخر.
BaseExpansion_WorkerSplitter_Name	المقسِّم
BaseExpansion_WorkerSplitter_Description	آلة تستقبل العناصر من جانب وتُخرجها في اتجاهين.
BaseExpansion_WorkerWater_Name	المرشّة
BaseExpansion_WorkerWater_Description	تسقي تلقائيًا كل قطعة زراعية داخل نطاق ريّها.

# ── التنقل والمنصات ──
BaseExpansion_DiagonalPlatform_Name	المنحدر
BaseExpansion_DiagonalPlatform_Description	منحدر ينزلق عليه اللاعبون والعناصر أو يسقطون منه.\nمفيد لتوجيه الحركة.
BaseExpansion_DiagonalPlatform_Small_Name	منحدر صغير
BaseExpansion_DiagonalPlatform_Small_Description	منصة مائلة صغيرة ينزلق عليها اللاعبون والعناصر أو يسقطون منها.\nمفيدة لتوجيه الحركة.
BaseExpansion_DiagonalPlatform_Bouncy_Name	منصة ارتداد
BaseExpansion_DiagonalPlatform_Bouncy_Description	منصة مائلة ترتد عليها العناصر.
BaseExpansion_Bouncer_Name	لوح النطّ
BaseExpansion_Bouncer_Description	منصة تقذفك إلى أعلى.
BaseExpansion_Fan_Name	منصة المروحة
BaseExpansion_Fan_Description	منصة تدفعك إلى أعلى إن استخدمت الشراع.
BaseExpansion_HookPoint_Name	نقطة التعليق
BaseExpansion_HookPoint_Description	كرة تثبيت طافية تُستخدم للتنقل بين المنصات بواسطة الخطّاف.
BaseExpansion_OneSidedPlatform_5x1_Name	حقل قوة
BaseExpansion_OneSidedPlatform_5x1_Description	منصة حقل قوة يمكنك المرور عبرها.
BaseExpansion_MetalOneSidedPlatform_Name	عارضة فولاذية
BaseExpansion_MetalOneSidedPlatform_Description	منصة فولاذية يمكنك المرور عبرها.
BaseExpansion_MetalOneSidedPlatform_2x1_Name	عارضة معدنية 2x1
BaseExpansion_MetalOneSidedPlatform_2x1_Description	منصة معدنية <color=#ff0000><b>2x1</b></color> يمكنك المرور عبرها.
BaseExpansion_MetalOneSidedPlatform_5x1_Name	عارضة معدنية 5x1
BaseExpansion_MetalOneSidedPlatform_5x1_Description	منصة معدنية <color=#ff0000><b>5x1</b></color> يمكنك المرور عبرها.
BaseExpansion_WoodOneSidedPlatform_Name	عارضة خشبية
BaseExpansion_WoodOneSidedPlatform_Description	منصة خشبية يمكنك المرور عبرها.
BaseExpansion_WoodOneSidedPlatform_3x1_Name	عارضة خشبية 3x1
BaseExpansion_WoodOneSidedPlatform_3x1_Description	منصة <color=#ff0000><b>3x1</b></color> يمكنك المرور عبرها.
BaseExpansion_WoodOneSidedPlatform_5x1_Name	عارضة خشبية 5x1
BaseExpansion_WoodOneSidedPlatform_5x1_Description	منصة <color=#ff0000><b>5x1</b></color> يمكنك المرور عبرها.
BaseExpansion_Room_7x4_Name	وحدة قاعدة إضافية
BaseExpansion_Room_7x4_Description	نسخة من وحدة الفضاء الوفيّة. إن كانت تنجو من السقوط من المدار فبإمكانها على الأقل أن تحميك من المطر.

# ── المنشآت: الحجر ──
BaseExpansion_Stone_Family_Name	منشآت حجرية
BaseExpansion_Stone_Platform_Name	منصة حجرية
BaseExpansion_Stone_Platform_Description	منشأة حجرية لوضع الأشياء فوقها.
BaseExpansion_Stone_Wall_Name	جدار حجري
BaseExpansion_Stone_Wall_Description	جدار حجري قابل للتسلق.
BaseExpansion_Stone_Door_Name	باب حجري
BaseExpansion_Stone_Door_Description	جدار حجري قابل للتسلق فيه باب.
BaseExpansion_Stone_Background_Name	خلفية حجرية
BaseExpansion_Stone_Background_Description	خلفية حجرية لقاعدتك.

# ── المنشآت: الحجر الجيري ──
BaseExpansion_Limestone_Family_Name	منشآت من الحجر الجيري
BaseExpansion_Limestone_Platform_Name	منصة من الحجر الجيري
BaseExpansion_Limestone_Platform_Description	منشأة من الحجر الجيري لوضع الأشياء فوقها.
BaseExpansion_Limestone_Wall_Name	جدار من الحجر الجيري
BaseExpansion_Limestone_Wall_Description	جدار من الحجر الجيري قابل للتسلق.
BaseExpansion_Limestone_Door_Name	باب من الحجر الجيري
BaseExpansion_Limestone_Door_Description	جدار من الحجر الجيري قابل للتسلق فيه باب.
BaseExpansion_Limestone_Background_Name	خلفية من الحجر الجيري
BaseExpansion_Limestone_Background_Description	خلفية من الحجر الجيري لقاعدتك.

# ── المنشآت: الخشب ──
BaseExpansion_Wood_Family_Name	منشآت خشبية
BaseExpansion_Wooden_Platform_4x1_Name	منصة خشبية
BaseExpansion_Wooden_Platform_4x1_Description	منشأة خشبية لوضع الأشياء فوقها.
BaseExpansion_Wooden_Wall_Name	جدار خشبي
BaseExpansion_Wooden_Wall_Description	جدار خشبي قابل للتسلق.
BaseExpansion_Wooden_Door_Name	باب خشبي
BaseExpansion_Wooden_Door_Description	جدار خشبي <b>1x4</b> قابل للتسلق فيه باب.
BaseExpansion_Wooden_Background_4x4_Name	خلفية خشبية
BaseExpansion_Wooden_Background_4x4_Description	خلفية خشبية لقاعدتك.

# ── المنشآت: الزجاج ──
BaseExpansion_Glass_Family_Name	منشآت زجاجية
BaseExpansion_Glass_Platform_Name	منصة زجاجية
BaseExpansion_Glass_Platform_Description	منصة زجاجية.
BaseExpansion_Glass_Wall_Name	جدار زجاجي
BaseExpansion_Glass_Wall_Description	جدار زجاجي قابل للتسلق.
BaseExpansion_Glass_Door_Name	باب زجاجي
BaseExpansion_Glass_Door_Description	جدار زجاجي قابل للتسلق فيه باب.
BaseExpansion_Glass_Background_Name	خلفية زجاجية
BaseExpansion_Glass_Background_Description	خلفية زجاجية لقاعدتك. احذر المتلصصين.

# ── المنشآت: الدورانيوم ──
BaseExpansion_Steel_Family_Name	منشآت من الدورانيوم
BaseExpansion_Steel_Platform_4x1_Name	منصة دورانيوم
BaseExpansion_Steel_Platform_4x1_Description	منصة من الدورانيوم لوضع الأشياء فوقها.
BaseExpansion_Steel_Wall_Name	جدار دورانيوم
BaseExpansion_Steel_Wall_Description	جدار من الدورانيوم قابل للتسلق.
BaseExpansion_Steel_Door_Name	باب دورانيوم
BaseExpansion_Steel_Door_Description	جدار من الدورانيوم قابل للتسلق فيه باب.
BaseExpansion_Steel_Background_4x1_Name	خلفية دورانيوم
BaseExpansion_Steel_Background_4x1_Description	خلفية من الدورانيوم لقاعدتك.

# ── المنشآت: الإسمنت ──
BaseExpansion_Cement_Family_Name	منشآت إسمنتية
BaseExpansion_Cement_Platform_Name	منصة إسمنتية
BaseExpansion_Cement_Platform_Description	منشأة إسمنتية لوضع الأشياء فوقها.
BaseExpansion_Cement_Wall_Name	جدار إسمنتي
BaseExpansion_Cement_Wall_Description	جدار إسمنتي قابل للتسلق.
BaseExpansion_Cement_Door_Name	باب إسمنتي
BaseExpansion_Cement_Door_Description	جدار إسمنتي قابل للتسلق فيه باب.
BaseExpansion_Cement_Background_Name	خلفية إسمنتية
BaseExpansion_Cement_Background_Description	خلفية إسمنتية لقاعدتك.

# ── المنشآت: البلاستيك ──
BaseExpansion_Plastic_Family_Name	منشآت بلاستيكية
BaseExpansion_Plastic_Platform_Name	منصة بلاستيكية
BaseExpansion_Plastic_Platform_Description	منشأة بلاستيكية لوضع الأشياء فوقها.
BaseExpansion_Plastic_Wall_Name	جدار بلاستيكي
BaseExpansion_Plastic_Wall_Description	جدار بلاستيكي قابل للتسلق.
BaseExpansion_Plastic_Door_Name	باب بلاستيكي
BaseExpansion_Plastic_Door_Description	جدار بلاستيكي قابل للتسلق فيه باب.
BaseExpansion_Plastic_Background_Name	خلفية بلاستيكية
BaseExpansion_Plastic_Background_Description	خلفية بلاستيكية لقاعدتك.

# ── المنشآت: الذهب ──
BaseExpansion_Gold_Family_Name	منشآت ذهبية
BaseExpansion_Gold_Platform_Name	منصة ذهبية
BaseExpansion_Gold_Platform_Description	منشأة ذهبية لوضع الأشياء فوقها.
BaseExpansion_Gold_Wall_Name	جدار ذهبي
BaseExpansion_Gold_Wall_Description	جدار ذهبي قابل للتسلق.
BaseExpansion_Gold_Door_Name	باب ذهبي
BaseExpansion_Gold_Door_Description	جدار ذهبي قابل للتسلق فيه باب.
BaseExpansion_Gold_Background_Name	خلفية ذهبية
BaseExpansion_Gold_Background_Description	خلفية ذهبية لقاعدتك.

# ── المنشآت: البلاتين ──
BaseExpansion_Platinum_Family_Name	منشآت بلاتينية
BaseExpansion_Platinum_Platform_Name	منصة بلاتينية
BaseExpansion_Platinum_Platform_Description	منشأة بلاتينية لوضع الأشياء فوقها.
BaseExpansion_Platinum_Wall_Name	جدار بلاتيني
BaseExpansion_Platinum_Wall_Description	جدار بلاتيني قابل للتسلق.
BaseExpansion_Platinum_Door_Name	باب بلاتيني
BaseExpansion_Platinum_Door_Description	جدار بلاتيني قابل للتسلق فيه باب.
BaseExpansion_Platinum_Background_Name	خلفية بلاتينية
BaseExpansion_Platinum_Background_Description	خلفية بلاتينية لقاعدتك.

# ── المنشآت: كريستال الدم ──
BaseExpansion_BloodCrystal_Family_Name	منشآت من كريستال الدم
BaseExpansion_BloodCrystal_Platform_Name	منصة من كريستال الدم
BaseExpansion_BloodCrystal_Platform_Description	منشأة من كريستال الدم لوضع الأشياء فوقها.
BaseExpansion_BloodCrystal_Wall_Name	جدار من كريستال الدم
BaseExpansion_BloodCrystal_Wall_Description	جدار من كريستال الدم قابل للتسلق.
BaseExpansion_BloodCrystal_Door_Name	باب من كريستال الدم
BaseExpansion_BloodCrystal_Door_Description	جدار <b>1x4</b> من كريستال الدم قابل للتسلق فيه باب.
BaseExpansion_BloodCrystal_Background_Name	خلفية من كريستال الدم
BaseExpansion_BloodCrystal_Background_Description	خلفية من كريستال الدم لقاعدتك.

# ── المنشآت: الصمغ ──
BaseExpansion_Mucilagen_Family_Name	منشآت صمغية
BaseExpansion_Mucilagen_Platform_Name	منصة صمغية
BaseExpansion_Mucilagen_Platform_Description	منشأة صمغية لوضع الأشياء فوقها.
BaseExpansion_Mucilagen_Wall_Name	جدار صمغي
BaseExpansion_Mucilagen_Wall_Description	جدار صمغي قابل للتسلق.
BaseExpansion_Mucilagen_Door_Name	باب صمغي
BaseExpansion_Mucilagen_Door_Description	جدار صمغي قابل للتسلق فيه باب.
BaseExpansion_Mucilagen_Background_Name	خلفية صمغية
BaseExpansion_Mucilagen_Background_Description	خلفية صمغية لقاعدتك.

# ── المنشآت: العضوية ──
BaseExpansion_Organic_Platform_Name	منصة عضوية
BaseExpansion_Organic_Platform_Description	منشأة عضوية لوضع الأشياء فوقها.
BaseExpansion_Organic_Wall_Name	جدار عضوي
BaseExpansion_Organic_Wall_Description	جدار عضوي قابل للتسلق.
BaseExpansion_Organic_Door_Name	باب عضوي
BaseExpansion_Organic_Door_Description	جدار عضوي قابل للتسلق فيه باب.
BaseExpansion_Organic_Background_Name	خلفية عضوية
BaseExpansion_Organic_Background_Description	خلفية عضوية لقاعدتك.

# ── المنشآت: التراشيوم ──
BaseExpansion_Trashium_Family_Name	منشآت من التراشيوم
BaseExpansion_Trashium_Platform_Name	منصة من التراشيوم
BaseExpansion_Trashium_Platform_Description	منشأة من التراشيوم لوضع الأشياء فوقها.
BaseExpansion_Trashium_Wall_Name	جدار من التراشيوم
BaseExpansion_Trashium_Wall_Description	جدار من التراشيوم قابل للتسلق.
BaseExpansion_Trashium_Door_Name	باب من التراشيوم
